"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Unmodified"	"Q9Y2Q3"	14900000	20451000	6162600	38983000	20300000	40169000	2	2	1	2	2	3	NA	NA
"Oxidation (M)"	"P13073"	1621000	3892700	0	1670500	777860	3021800	1	2	NA	2	1	2	NA	NA
"Unmodified"	"P13861"	12523000	15925000	13706000	33318000	23178000	28155000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	NA	0	0	10706000	0	0	0	NA	NA	1	NA	NA	NA	NA	"+"
"Unmodified"	"Q9BPW8"	3677400	4082000	3400400	6971100	13680000	7108500	1	1	1	1	1	1	NA	NA
"Unmodified"	"P21912"	6851200	2992600	3714200	16026000	8819100	12542000	2	1	1	2	2	2	NA	NA
"Unmodified"	"P51153"	8348300	8842700	7675900	15097000	7629400	14257000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15717"	29679000	27285000	16750000	67161000	31919000	55083000	2	2	2	2	3	3	NA	NA
"Unmodified"	"P29317"	0	0	0	2022100	2066600	2022100	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P62937"	384910000	496180000	406530000	897930000	309560000	874340000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UPU5"	646900	664280	0	1684400	0	1053200	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P16144"	0	0	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8WYP5"	1955000	3393300	1803000	5396400	3335200	5010700	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43813"	0	1474400	1091100	1924900	0	1581900	NA	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"P31939"	2607500	2527100	1332000	4170800	2396100	4205600	1	1	1	1	1	1	NA	NA
"Unmodified"	"O94927"	0	0	668280	0	1170000	3079600	NA	NA	1	NA	1	1	NA	NA
"Unmodified"	"P29350"	0	1470800	476180	1434500	4547700	731050	NA	2	1	1	2	1	NA	NA
"Oxidation (M)"	"O75369"	1421400	1042900	0	4517400	5875700	3167900	1	1	NA	1	2	1	NA	NA
"Unmodified"	"Q6NUT3"	6972800	8705400	7771500	17780000	1933500	13835000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6P2Q9"	7575200	7402500	6494300	15341000	7313000	10368000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q99961"	7275400	8946200	5441700	13276000	12848000	16040000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6P2E9"	6793400	7396500	5830600	14212000	9184500	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"Q9NVM9"	1664900	0	1313100	0	1909400	2549300	1	NA	1	NA	1	1	NA	NA
"Oxidation (M)"	"P14625"	6296700	9079500	8568900	15728000	24435000	15283000	1	2	2	2	1	2	NA	NA
"Unmodified"	"Q8TCT9"	16663000	17649000	12773000	25722000	23377000	31972000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NYU2"	5408800	9173400	5669000	14028000	9096400	11881000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"O60216"	754830	0	0	0	0	1534300	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q15149"	14455000	0	16145000	31899000	21268000	26656000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H9T3"	2073400	0	2129200	4591700	0	3976800	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P26641"	3247000	5559200	2582000	3382200	3542900	6429900	2	2	2	1	1	2	NA	NA
"Unmodified"	"Q15796"	2326600	2817400	1635500	4086700	2038900	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"P50583"	2725000	0	2876400	4246500	3918300	5632800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9UHD8"	0	8151600	1508600	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q14974"	0	1344800	3654900	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q14692"	0	670690	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P53041"	2982100	4238400	0	0	0	0	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"CON__Q1A7A4"	0	2166800	1433700	0	3494000	4512000	NA	1	1	NA	1	1	"+"	NA
"Unmodified"	"P28482;P27361"	11474000	10087000	7768200	16965000	14515000	19409000	2	1	2	1	2	2	NA	NA
"Unmodified"	"Q92917"	4322300	4548700	4038000	8423900	6240600	6877500	1	1	1	1	1	1	NA	NA
"Unmodified"	"P10586"	3070000	0	0	5485900	4538700	5605300	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q16401"	0	782810	2790600	10585000	0	9035800	NA	1	1	2	NA	2	NA	NA
"Unmodified"	"Q9H2P0"	0	3843300	4053700	7427500	0	7344800	NA	1	1	1	NA	1	NA	NA
"Unmodified"	"P16401"	6582100	6816700	6180700	12383000	8436600	13825000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q12913"	0	0	1984300	3262100	2793400	4032200	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9BU61"	3943700	4174600	4326100	9969700	13113000	9111100	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q5SWX8"	3215000	0	2566800	5077800	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"P43304"	5067500	4042000	5178200	9455000	0	9893800	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49750"	0	1640300	1546400	0	2462900	3070100	NA	1	1	NA	1	1	NA	NA
"Unmodified"	"Q7Z2W9"	4375900	4171200	5122500	10313000	12766000	9304300	1	1	1	1	1	1	NA	NA
"Unmodified"	"P05783"	2175600	2602900	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q9Y230"	20291000	28602000	20715000	0	29716000	43168000	1	2	1	NA	1	1	NA	NA
"Unmodified"	"Q15654"	7763000	8200200	3666100	14172000	6919800	12279000	2	1	1	1	1	1	NA	NA
"Unmodified"	"Q92552"	0	5369100	4511300	0	5121300	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"O95486"	2265500	2967600	2241000	5134700	0	4627200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9Y5S2"	0	958990	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"O60907;Q9BQ87;Q9BZK7"	16015000	8791400	14822000	34946000	20652000	29379000	3	1	3	2	2	3	NA	NA
"Unmodified"	"P11310"	14227000	16825000	13359000	30726000	14860000	21112000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"CON__Q58D62"	37456000	47487000	38114000	94399000	58837000	86635000	3	4	4	3	5	5	"+"	NA
"Unmodified"	"P15121"	13869000	22788000	3020700	32017000	24606000	28867000	2	2	1	2	2	2	NA	NA
"Oxidation (M)"	"Q9NW13"	735300	0	0	363660	301340	960960	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q6DD87"	3061200	4072200	3021100	9474700	5492200	6734100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BZH6"	1782500	1752500	1181000	5281200	0	4145200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P53621"	6296100	7581600	5912100	11756000	10175000	17609000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H2U1"	3637100	3589300	6427200	0	0	5040200	1	1	2	NA	NA	1	NA	NA
"Unmodified"	"Q9BRX8"	5188800	6605300	4790400	13202000	21520000	11591000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14155"	0	3549800	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q5SWX8"	0	0	1266800	0	1979900	0	NA	NA	1	NA	1	NA	NA	NA
"Acetyl (Protein N-term)"	"Q9UI26"	0	0	0	0	1589300	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"O75822"	27433000	31138000	0	699370	419940	25327000	2	1	NA	2	1	2	NA	NA
"Unmodified"	"O15020"	1107900	0	0	3109200	0	2508200	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q8WUM4"	0	2481500	0	0	1366400	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q15149"	11064000	13421000	12150000	25749000	16935000	22724000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P10620"	2451700	0	0	5359100	2530200	3592700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9NU22"	2708000	0	2299300	5396600	3814100	0	1	NA	1	1	1	NA	NA	NA
"Unmodified"	"P46940"	0	0	6180400	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q96CB9"	1413800	1646700	0	0	2554900	0	1	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9Y6E2"	0	0	0	0	11930000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q13423"	6163900	8995500	7546400	13642000	40574000	13613000	1	1	1	1	2	1	NA	NA
"Oxidation (M)"	"P68363;P68366;Q9BQE3;A6NHL2"	97812000	119570000	109280000	217250000	186130000	201210000	6	5	5	6	7	5	NA	NA
"Unmodified"	"Q9Y490"	12785000	6124900	12992000	34346000	21597000	26509000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q9UP95"	1620300	0	1175400	4613100	2874600	3470200	1	NA	1	1	1	1	NA	NA
"Unmodified"	"O75533"	0	0	0	740420	1600600	934660	NA	NA	NA	1	1	1	NA	NA
"Oxidation (M)"	"Q9Y2W2"	0	1554200	0	862590	0	0	NA	1	NA	1	NA	NA	NA	NA
"Oxidation (M)"	"P11388"	0	2225700	2653900	0	7368500	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q9Y230"	16925000	23587000	17669000	41346000	16667000	4962500	2	2	2	2	1	1	NA	NA
"Unmodified"	"P60900"	23369000	31016000	27908000	51828000	24269000	40188000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P62318"	26950000	33071000	30337000	79407000	125450000	63239000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P78527"	13781000	16174000	8799900	23105000	14469000	15249000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q7Z3C6"	0	0	0	0	0	0	NA	NA	NA	NA	1	NA	NA	NA
"Acetyl (Protein N-term)"	"Q86VP6"	38306000	48034000	35055000	82365000	0	85583000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q04637"	46405000	48183000	46968000	89414000	63466000	94665000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P39748"	77630000	97380000	71190000	194050000	147540000	162950000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N1F7"	3810300	7657700	3225100	6134300	7460600	6975800	1	2	1	1	1	1	NA	NA
"Unmodified"	"P24539"	31475000	37075000	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Oxidation (M)"	"Q9BY44"	0	1055100	0	672070	850380	876290	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"Q96B97"	0	0	435800	1436700	714520	773110	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"O15381"	0	1166500	1338600	2046100	0	2247200	NA	1	1	1	NA	1	NA	NA
"Unmodified"	"P12270"	0	10503000	11126000	0	13402000	13828000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q86U86"	0	10474000	882280	1501000	5929000	1797700	NA	2	1	1	2	1	NA	NA
"Unmodified"	"Q8NFC6"	0	0	0	2646100	0	2520100	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O00764"	1710500	2530600	2160200	4438200	8285400	4313500	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q63HN8"	1522500	0	0	3650000	1727500	3118800	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9NS69"	9302000	18168000	12295000	23732000	8135900	18531000	1	2	2	2	1	2	NA	NA
"Unmodified"	"P33176"	0	0	4136100	0	7552900	0	NA	NA	1	NA	1	NA	NA	NA
"Unmodified"	"O00592"	7990200	16284000	10300000	11799000	18525000	16131000	1	2	2	1	1	1	NA	NA
"Unmodified"	"O60313"	2545600	3696800	3027300	5640900	3376100	4552400	1	1	1	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q9BQ87"	2054200	2385400	2594300	3432400	5942800	3618100	1	1	2	1	1	1	NA	NA
"Unmodified"	"Q86UP2"	6635100	8300500	5599200	13953000	7389400	11722000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P05023"	2572800	11401000	0	0	0	0	1	2	NA	NA	NA	NA	NA	NA
"Unmodified"	"P30260"	0	766820	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"A6NHR9"	0	5614300	4015000	2541100	5067500	8744200	NA	1	1	1	1	2	NA	NA
"Acetyl (Protein N-term)"	"O43324"	32027000	35369000	28184000	104890000	123140000	85632000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y4L1"	8455400	0	8217700	18375000	11691000	4102700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9H845"	7547500	9551400	7480600	16129000	12312000	13674000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P78527"	38047000	44154000	27477000	72656000	66718000	73209000	1	2	1	1	1	1	NA	NA
"Unmodified"	"P55145"	10686000	13848000	10098000	23736000	12003000	18866000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P35232"	63511000	95519000	77058000	148450000	92768000	130660000	1	1	1	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"P12955"	8675600	0	7627200	15702000	0	16915000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9NP97"	2541000	0	1347800	3227000	1194500	0	1	NA	1	1	1	NA	NA	NA
"Oxidation (M)"	"P07195"	4383900	6978100	1056600	3733000	36057000	14132000	1	2	1	1	3	2	NA	NA
"Oxidation (M)"	"P05556"	3025100	3779800	3508300	4585800	4321700	4886700	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"CON__Q0V8M9"	31444000	36031000	34810000	70099000	50156000	15520000	3	3	4	4	4	2	"+"	NA
"Unmodified"	"Q14151"	2067500	2861900	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q15149"	9200300	12338000	9946500	19171000	13463000	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9P2X0"	17816000	21413000	13674000	29476000	19402000	35100000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O15020"	1615900	2201400	0	3715000	2221200	3218500	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P53041"	2149700	0	1760900	4958000	0	3739800	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q6NVY1"	5095900	0	5141200	0	8979200	10911000	2	NA	2	1	2	2	NA	NA
"Unmodified"	"P43490"	0	6150700	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8IX01"	1224100	0	11823000	3822200	0	3224600	1	NA	1	1	NA	1	NA	NA
"Oxidation (M)"	"CON__Q3SZ57"	3687000	4206800	4284200	8986900	7452500	0	1	1	1	1	1	NA	"+"	NA
"Unmodified"	"Q96KG9"	2568700	1937900	2567300	7650500	4062900	5124100	1	1	1	1	1	1	NA	NA
"Unmodified"	"O15269"	0	0	1018000	2202500	0	1140200	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9UKV8"	0	0	0	0	3639400	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P52701"	13884000	21344000	15176000	36743000	26573000	32703000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q13428"	605880	0	0	705170	556760	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"P22059"	4975600	3806000	4192100	11580000	7639800	3846700	2	1	2	2	2	1	NA	NA
"Unmodified"	"Q9UIA9"	0	0	2638800	0	0	0	1	NA	1	NA	NA	1	NA	NA
"Unmodified"	"P52732"	0	0	1193600	0	0	2872400	NA	NA	1	NA	NA	1	NA	NA
"Unmodified"	"Q3LXA3"	2881600	10685000	5716100	25346000	34120000	22150000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q7Z6Z7"	0	0	0	0	0	4319900	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q14683"	2756700	4128200	2553000	4510800	2364700	5614900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13085"	3033200	0	3563900	6758900	13910000	6816900	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9UG63"	21466000	11237000	10519000	38268000	14501000	29624000	2	1	2	2	1	2	NA	NA
"Unmodified"	"Q5T9A4"	0	0	0	3691800	1490300	1927000	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9UJ83"	862840	738570	0	0	2726000	1793100	1	1	NA	NA	1	1	NA	NA
"Unmodified"	"Q12769"	1079500	1696000	0	3895100	0	3436800	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q15293"	27021000	33560000	10267000	60751000	36712000	54977000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P11940;Q9H361"	92205000	110150000	99047000	235540000	170080000	191430000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q7Z2Z2"	0	1484100	0	3014900	0	0	NA	1	NA	1	NA	NA	NA	NA
"Unmodified"	"P27707"	0	2312800	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"O95453"	1569400	0	1299500	3383700	1880600	2580300	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q00341"	3136900	2299300	2529200	9025100	3911800	7374300	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"O60506"	4407900	5632200	9940300	37453000	18016000	0	1	1	2	2	3	1	NA	NA
"Unmodified"	"P53992"	4202000	7331900	4153200	11306000	8234600	10446000	1	1	1	1	1	1	NA	NA
"Unmodified"	"A3KMH1"	0	0	0	2654200	2914600	3620200	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P54136"	0	34507000	29753000	0	44736000	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q5VYK3"	1559200	0	2789200	0	0	2325500	1	NA	1	NA	NA	1	NA	NA
"Unmodified"	"O95825"	3213100	3332700	2817500	3997300	4594800	4230600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9C0C2"	3193900	3881500	3446800	5181500	4950700	6229700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8TAT6"	13344000	0	0	28693000	11007000	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"Q9Y520"	1931000	2141600	1211600	1841600	1411700	2039000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N1E6"	12677000	0	17089000	25604000	18581000	25452000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P78527"	7520500	10549000	8666800	15992000	11718000	18334000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q5JVF3"	3833300	4713300	2089300	5547700	4880000	6029300	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96ST2"	0	0	0	2862000	2633100	1856800	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q7Z6Z7"	2763500	0	2527100	5738800	5288800	6964600	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9H9B1"	2796400	0	0	5975700	0	6032200	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q9Y383"	9133500	0	11419000	18828000	0	20406000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q92530"	4205100	3716600	3042900	7465500	4763700	6095900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96C24"	1840300	3536100	0	14396000	2529300	9265800	1	1	NA	2	1	2	NA	NA
"Unmodified"	"P33992"	1367300	24515000	1358900	3501200	27007000	42463000	1	1	1	1	2	2	NA	NA
"Unmodified"	"Q09161"	3647900	5605500	2945100	4399600	1532800	5694800	1	2	1	1	1	1	NA	NA
"Unmodified"	"P42025"	0	0	873600	2218400	0	1277000	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"O43314"	2025500	0	0	0	2236400	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"Q9BZV1"	0	0	0	1193700	0	705420	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q9UHB9"	6126600	8494900	5704000	10893000	7742500	13668000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P56192"	13346000	15326000	13549000	28320000	25579000	29553000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q86VM9"	7636700	11587000	8569600	11782000	12319000	19180000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14152"	8850700	8518300	5462500	3540100	22210000	14933000	2	2	2	1	2	2	NA	NA
"Unmodified"	"Q9BSJ8"	1553200	2508800	0	3444900	3341100	6222400	1	1	NA	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q9BRZ2"	193010	0	524180	1615800	0	1189500	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q13813"	2150700	0	1934700	4061500	2869400	2645000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P05023;P13637;P50993;Q13733;P54707"	19651000	25059000	21422000	59858000	35405000	45734000	1	1	1	2	1	2	NA	NA
"Unmodified"	"P78549"	0	0	0	0	0	2558100	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"P35250"	0	0	0	0	6616300	17949000	1	NA	NA	NA	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q14353"	4824600	5330400	4800200	7586700	11954000	6295200	1	1	1	1	1	1	NA	NA
"Unmodified"	"P11717"	13672000	0	9191600	8586600	0	20105000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P00390"	1806400	18437000	12853000	10657000	5860200	35748000	1	2	3	2	1	2	NA	NA
"Oxidation (M)"	"P55084"	2212800	0	2016200	1693300	0	3571300	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9NY33"	3083800	3413200	3636300	5092900	3594100	6745200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N1B4"	2342300	1915300	1192800	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P55263"	15583000	16276000	15146000	48592000	26428000	28902000	1	1	2	2	2	1	NA	NA
"Unmodified"	"Q92544"	0	2814600	0	0	6882200	7848200	NA	1	NA	NA	3	1	NA	NA
"Oxidation (M)"	"P51659"	1387100	3698800	1037300	3957700	1246700	4569100	1	2	1	2	1	2	NA	NA
"Oxidation (M)"	"Q8TEQ6"	1278700	0	0	0	1273500	2253900	1	NA	NA	NA	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q9BXV9"	0	0	597230	876400	0	841510	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9Y2X7"	2345700	3100600	1822700	5062200	7070300	4811400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13813"	6661500	7826100	7472300	11568000	16857000	14237000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y312"	2090700	1959900	2692700	3205700	0	3668800	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q96N67"	1064200	0	1073800	2017500	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"Q5VZK9"	0	0	0	0	7479100	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"O75694"	6182900	7353800	6767600	16421000	19381000	14425000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9HCY8"	3151000	3346100	2704200	6190000	0	5908400	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O75643"	20105000	29940000	14129000	52533000	40388000	38140000	1	2	1	2	2	1	NA	NA
"Oxidation (M)"	"CON__Q0VCM5"	0	912880	659760	0	10880000	2292600	NA	1	1	NA	2	1	"+"	NA
"Unmodified"	"Q9UNF0"	5142900	0	5104400	10217000	8027600	10249000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q12849"	0	0	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q99797"	0	0	0	0	2252400	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q01082"	7525100	10966000	7968400	15603000	29092000	20015000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7L1Q6"	6179000	0	0	0	0	24183000	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q14103"	148760000	198330000	145520000	336130000	284120000	332070000	1	1	2	3	2	2	NA	NA
"Unmodified"	"P52209"	15574000	19117000	12724000	31125000	12660000	28395000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"O75369"	5070400	6969000	11107000	17198000	14280000	19870000	2	1	2	2	2	3	NA	NA
"Oxidation (M)"	"P35613"	9991900	10801000	10810000	19094000	9905700	20432000	2	2	2	1	1	3	NA	NA
"Unmodified"	"P38606"	3532300	6758000	1742000	6093900	3545900	6031500	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z2E3"	2117200	2902800	2246400	5378400	0	4238900	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q3ZCM7"	239260000	350300000	283680000	570360000	841270000	562060000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P42166"	54779000	87590000	56578000	132460000	109340000	116330000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6PJT7"	0	0	0	2405300	0	1943100	NA	NA	NA	2	NA	2	NA	NA
"Unmodified"	"P33897"	1703000	2491900	0	4095800	3386500	4695200	1	1	NA	1	2	1	NA	NA
"Unmodified"	"Q9H3G5"	2030700	0	3166100	4961200	3691200	6052700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q14204"	9479800	0	8278000	16160000	13804000	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"P12429"	19994000	25696000	18353000	41534000	28116000	45162000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00159"	685370	3541800	2825100	6527400	9007100	7260000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q8WVX9"	1813100	3532900	2042700	6588400	3639600	5675800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15746"	6288700	7653700	6140900	0	10640000	12977000	1	1	1	NA	1	1	NA	NA
"Unmodified"	"P14866"	72352000	98153000	0	1576600	3548000	60197000	4	3	NA	2	2	2	NA	NA
"Oxidation (M)"	"P26038"	44629000	39317000	18633000	66634000	48828000	83638000	3	3	3	3	4	4	NA	NA
"Unmodified"	"Q5UIP0"	2579600	4998400	2829600	8298800	4965500	5781500	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UIQ6"	0	3484600	0	7257400	0	7145300	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9NQ48"	0	2144800	1040000	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P52948"	4018000	5457000	3990100	8297100	4993600	8147100	1	1	1	1	1	1	NA	NA
"Unmodified"	"P28074"	11877000	16561000	13246000	26093000	40785000	24243000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q8TEX9"	0	3655400	0	0	0	4777800	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q14157"	11747000	13425000	10902000	28944000	16708000	27064000	1	2	1	2	2	2	NA	NA
"Unmodified"	"P39023"	24043000	23989000	6568800	2646700	33251000	40122000	2	1	1	2	1	1	NA	NA
"Unmodified"	"Q03154"	6858000	21827000	5925900	10804000	7276100	9918600	2	3	3	2	2	2	NA	NA
"Unmodified"	"Q6P1J9"	7483300	6277600	6568100	18654000	13133000	15746000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P51692"	2184400	0	0	0	755870	2238700	1	NA	NA	NA	1	1	NA	NA
"Unmodified"	"O94776;Q13330;Q9BTC8"	8781900	10450000	0	15448000	12160000	14336000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P16219"	0	1664600	0	2853300	2792400	2333800	NA	1	NA	1	1	1	NA	NA
