"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Oxidation (M)"	"O94973;O95782"	0	0	0	0	2085600	0	NA	NA	NA	NA	1	NA	NA	NA
"Oxidation (M)"	"P55209"	2378400	0	0	4667900	0	4078200	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P46013"	4710700	5644300	3919600	7938500	7027300	7591600	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75223"	18017000	22664000	18164000	46541000	27939000	38056000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15392"	1022300	1391100	1123000	1901200	0	2202100	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q08J23"	2979500	3541900	0	0	0	0	2	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q6DD87"	0	1886500	1346300	0	0	0	NA	1	2	NA	NA	NA	NA	NA
"Unmodified"	"P78368;Q9Y6M4;Q9HCP0"	3489500	0	2310700	6985200	0	6342200	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P49321"	31918000	43830000	34372000	87811000	6239400	76411000	2	1	2	2	3	2	NA	NA
"Unmodified"	"P14927"	9201700	0	0	21343000	2680700	18478000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q16401"	8872400	12021000	8612900	27464000	18406000	25701000	1	1	1	1	2	2	NA	NA
"Unmodified"	"Q8IWX8"	4225800	0	0	9297700	0	7374300	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q5T4S7"	0	5183200	0	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000031900"	0	0	0	2284400	1723200	1937500	NA	NA	NA	1	1	1	"+"	NA
"Unmodified"	"Q99459"	6598400	0	6630900	0	0	0	1	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"P13798"	5923300	0	6643200	11053000	0	9980600	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9UJX5"	869610	0	624880	1811300	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"Q9NP92"	6442500	7707300	0	12758000	8374800	10215000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000007350"	1387900	940360	1296300	3701600	3535900	2451600	1	1	1	1	1	1	"+"	NA
"Unmodified"	"O75818"	0	2367000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q68CQ4"	0	2466300	1692500	0	2250700	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q9UBC2"	2284000	3632400	2216100	5219700	4167700	4982200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13144"	0	0	453590	1024700	0	865320	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q12769"	0	8428700	6693100	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P52758"	10778000	10625000	9725000	0	17717000	15873000	2	1	1	NA	1	1	NA	NA
"Unmodified"	"Q9BUP3"	9699900	0	6476800	17935000	8723200	13724000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P29692"	119600000	160950000	117320000	291150000	192520000	256420000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00217"	908540	0	0	2058500	2819000	1603000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q96D46"	1504400	2751100	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q96EK9"	0	2364300	2160500	6180700	3565100	5475500	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q92621"	6084800	7807800	4650400	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9BZK7"	1908100	2978900	2125400	3686300	6433200	6130300	1	1	1	1	1	1	NA	NA
"Unmodified"	"P33991"	17089000	19972000	13751000	35514000	26462000	24854000	2	1	1	1	2	1	NA	NA
"Unmodified"	"Q12931"	12490000	19506000	12551000	26432000	14682000	25566000	2	2	1	2	1	2	NA	NA
"Unmodified"	"P41240"	4412200	4005400	0	9315100	6370900	7310600	1	1	NA	1	1	1	NA	NA
"Unmodified"	"CON__P02676"	7167900	7489700	7122200	14182000	0	15746000	1	1	1	1	NA	1	"+"	NA
"Unmodified"	"Q53T59"	0	1255800	379220	2010600	2302800	2010400	NA	1	1	1	1	1	NA	NA
"Unmodified"	"P09496"	25118000	28513000	24882000	60663000	0	53351000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q2TAY7"	2899400	5447400	3233400	6973400	3811800	6548700	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75150"	0	2145000	2141600	2964900	0	2514300	NA	1	1	1	NA	1	NA	NA
"Unmodified"	"P51809"	2146700	2889700	2585400	4280800	0	4177900	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9Y5S2"	3568600	3657600	1575500	7265800	0	4740000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O95167"	2913800	0	0	8053300	0	8834500	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O60216;Q9H4I0"	0	0	0	1949000	1246500	1349500	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9C0J8"	0	2143600	0	0	0	3457400	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q15459"	7497300	13311000	9293900	14516000	11311000	14945000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P50552"	3381900	5036300	4218100	7345800	3822500	7016900	1	1	1	2	1	2	NA	NA
"Unmodified"	"Q8NI36"	4212100	4713800	4225300	8015500	10182000	6287200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N6H7"	5768300	0	5411600	10651000	8442700	12189000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13144"	3827800	4778400	3648400	7483600	10185000	6695000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P43246"	0	0	2393600	5430500	0	4866200	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9UHG3"	4391500	3872600	4866200	10958000	11743000	7610300	2	1	2	2	1	2	NA	NA
"Unmodified"	"Q9UNF0"	1328500	2020000	1735800	0	4208500	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"P50336"	3484400	3095200	1819800	6722000	7009900	4613900	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49368"	16502000	19837000	15834000	32630000	13655000	31088000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P04040"	19571000	22788000	2.1e+07	54939000	36218000	42070000	1	1	1	1	1	2	NA	NA
"Unmodified"	"Q92621"	2653700	3923900	2867900	6523400	0	5520700	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P08670"	117410000	147180000	121840000	268380000	115810000	235650000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14432"	6117600	6474400	4806300	11553000	7933400	10196000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q93008"	4633700	7274600	2847200	6859300	4761400	7329400	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P63241;Q6IS14;Q9GZV4"	25203000	39097000	28642000	54972000	52696000	67096000	2	3	3	2	4	3	NA	NA
"2 Oxidation (M)"	"Q04637;O43432"	1114700	0	849260	0	0	2937200	1	NA	1	NA	NA	1	NA	NA
"Oxidation (M)"	"P49915"	0	2708200	2574500	4271400	5738700	7152800	NA	1	1	1	2	2	NA	NA
"Unmodified"	"P62266"	30106000	107470000	12419000	8219700	228270000	50729000	3	2	2	2	1	3	NA	NA
"Unmodified"	"O60678"	4369500	6475300	4044700	11637000	0	10337000	1	1	1	1	NA	1	NA	NA
"Acetyl (Protein N-term)"	"Q9P1F3"	3032400	5124500	1895500	5234500	11706000	7242200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96SB3"	0	1361900	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q5SSJ5"	0	13986000	9075700	28638000	10751000	22953000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"P46013"	4177300	4583400	4064800	0	5845400	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"P18031"	0	0	4959100	0	9404700	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q14807"	680610	0	0	2637200	0	2190100	1	NA	NA	1	NA	1	NA	NA
"Oxidation (M)"	"Q9H4M9"	0	0	7898800	11044000	0	11871000	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"P13674"	2766000	4421700	2570800	7874100	5158400	6094900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N684"	0	12462000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P43490"	15911000	18360000	17049000	35001000	24930000	29417000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q14980"	1580900	1764400	0	715920	484400	1750900	1	1	NA	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"A6NHR9"	4175600	3060700	3407600	9051500	7662500	9363200	2	1	1	2	2	2	NA	NA
"Unmodified"	"P17844"	20347000	23462000	16263000	39524000	31686000	43251000	1	1	1	1	2	1	NA	NA
"Unmodified"	"P34932"	45550000	55031000	44562000	81805000	59750000	89608000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P09110"	6491100	12224000	5002100	7794700	9668100	14007000	1	2	1	1	1	1	NA	NA
"Unmodified"	"P16435"	6004300	0	0	0	0	5978100	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"P11717"	0	0	2417700	3552800	3114400	3950100	NA	1	1	1	1	1	NA	NA
"Unmodified"	"P60709;P63261"	1389900000	1497500000	1597300000	3139300000	2133300000	2921500000	3	5	5	6	6	5	NA	NA
"Unmodified"	"O00410"	4908400	12476000	0	0	0	0	1	2	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q92734"	8028600	9666000	3381300	6205200	3462400	7845800	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q9Y5L0"	3623400	0	4237100	10378000	6471100	7974000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q6NZY4"	0	0	1493300	3758100	1319700	1791900	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"P17858"	14488000	16885000	14641000	35505000	25172000	36247000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60613"	2500300	0	0	7817400	0	0	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q9Y375"	0	0	0	0	2460000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q14966"	0	2146300	1351100	2542100	1849700	0	NA	1	1	1	1	NA	NA	NA
"Unmodified"	"P49419"	0	0	0	0	2961900	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q96GK7;Q6P2I3"	2306100	0	2207000	6105200	2866900	4610800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9HBH0"	2996400	3434300	3487600	7685500	3822100	4438100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15477"	0	0	0	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q15149"	3897000	5455200	3631300	11659000	5168500	8715500	1	1	1	2	1	1	NA	NA
"Unmodified"	"O00330"	0	0	0	0	9289700	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P62701;Q8TD47"	138840000	125210000	118320000	249890000	182470000	261380000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O15031"	2084900	2519800	1601500	0	3810500	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"P21127;Q9UQ88"	528840	0	0	0	0	1057900	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"P52701"	10176000	12449000	12590000	22436000	28409000	22731000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8IUD2"	1655100	0	0	0	1698400	4537800	1	NA	NA	NA	1	1	NA	NA
"Oxidation (M)"	"Q15233"	16852000	18347000	13526000	39469000	36299000	35376000	2	2	2	3	2	2	NA	NA
"Unmodified"	"P38606"	7593600	5814000	7341900	14778000	7776500	16476000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75884"	3677000	0	0	8909500	5264300	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"P36957"	0	3964000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q96EY8"	0	0	462820	0	0	1788400	NA	NA	1	NA	NA	1	NA	NA
"Unmodified"	"Q14566"	9115400	4793900	0	15386000	11239000	14848000	2	1	NA	2	2	2	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000007350;CON__P01030"	7776100	10760000	11080000	19910000	25340000	19643000	2	2	2	2	1	2	"+"	NA
"Unmodified"	"P13807"	0	0	0	0	9891200	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9NU22"	0	1518200	0	0	0	3149900	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q04837"	17026000	0	0	40334000	22357000	38495000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9Y6K9"	1840400	2369400	2011100	5646100	3604400	7256600	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49756"	1386000	2433200	1901300	4073200	2830700	3265400	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49327"	0	4731400	0	0	3765900	7027600	NA	1	NA	NA	1	1	NA	NA
"Unmodified"	"Q13555"	0	0	0	2658200	0	3300700	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P82921"	1315800	1715000	1357000	3284600	1890100	2883000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y3Q3"	2096900	4047000	0	0	6255600	3198800	1	1	NA	NA	1	1	NA	NA
"Unmodified"	"P49327"	29219000	36488000	29164000	60387000	52354000	54181000	1	2	1	1	1	1	NA	NA
"Unmodified"	"Q9Y265"	5184500	15471000	0	31753000	17701000	19209000	1	2	NA	2	2	1	NA	NA
"Unmodified"	"Q9NZD8"	2681000	0	3199000	0	4552600	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"P14923"	1251800	1466900	871390	3431100	0	2846200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P49790"	2154200	2604800	2738300	5517500	2798800	5701800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96CS3"	4192600	0	3192500	11962000	9209800	9675200	1	NA	1	1	2	1	NA	NA
"Unmodified"	"P12814"	19220000	21133000	19677000	37630000	17090000	35061000	2	1	2	2	1	2	NA	NA
"Unmodified"	"O95757"	6029300	4044800	6035200	10004000	10384000	5883000	2	1	2	2	1	1	NA	NA
"Unmodified"	"Q15370"	6080800	4947300	7618600	12171000	22848000	12799000	2	1	2	2	2	2	NA	NA
"Unmodified"	"P30419;O60551"	3278100	4396000	2432200	12642000	4119100	7299600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96IR7"	0	938300	0	3152900	0	2121100	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q8TC07"	5177200	10574000	6115900	11399000	7002200	10424000	1	2	1	1	1	1	NA	NA
"Unmodified"	"O75390"	59985000	78994000	57715000	178210000	95224000	141590000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P53367"	2265900	6113200	0	6415400	4258100	6108900	1	1	NA	1	1	1	NA	NA
"Unmodified"	"O15020"	1267700	0	1182100	0	2071000	1885800	1	NA	1	NA	1	1	NA	NA
"Unmodified"	"Q9UPN9"	0	4588200	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q96C19"	14193000	0	16897000	33709000	0	30891000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q04695;CON__Q04695;CON__Q9QWL7;P02533;CON__P02533"	109300000	105650000	67586000	152140000	85324000	169660000	1	1	1	1	1	1	"+"	NA
"Unmodified"	"Q4J6C6"	1647800	1303700	0	0	0	1634900	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9BUF5"	11511000	15160000	11272000	24030000	15717000	26813000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q93052"	0	1551100	1646600	0	3531000	2098400	NA	1	1	NA	1	1	NA	NA
"Unmodified"	"P48556"	2594000	2687700	2222900	4103900	3815600	5145800	1	1	1	1	1	1	NA	NA
"Unmodified"	"O15027"	1742400	3471300	0	6488800	8784900	5196900	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q8NEJ9"	5513600	0	0	9786000	7122500	9726200	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P98175"	0	5017300	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"CON__Q28194"	7583500	9184200	7157800	12475000	8612200	15321000	1	1	1	1	1	1	"+"	NA
"Unmodified"	"P49368"	40287000	53133000	38497000	72998000	53490000	73855000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P40855"	0	0	0	0	2286400	4773800	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q96CM8"	1649500	2194300	1511700	4289100	3269000	7637400	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43592"	5720900	5993900	6031000	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P19623"	28210000	34648000	28139000	54985000	69883000	61314000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q9BVP2"	0	0	0	9596800	2961000	8007400	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P11766"	0	10692000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P13645;CON__P13645"	16824000	24295000	359530	0	603180	4848800	1	1	1	NA	1	1	"+"	NA
"Unmodified"	"P00505"	53987000	64934000	61507000	119950000	176700000	112920000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q92882"	0	3577100	0	0	0	4937700	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9UDY4"	2517400	3999800	2301100	9041600	7690100	6074800	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00567"	5664400	0	573680	10448000	5898200	14828000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P48444"	9084900	10114000	8517400	20121000	30920000	19882000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P52272"	17117000	837190	5843800	16659000	1526400	14581000	3	1	1	1	1	2	NA	NA
"Unmodified"	"Q86WB0"	0	4182700	0	3166100	2501300	5942800	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"O95251;Q8WYB5;Q9H7Z6"	2301600	0	2597500	4459700	2272500	3693000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q13619"	4075200	0	5570800	0	0	0	1	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"P42330"	35031000	52935000	29210000	61580000	75378000	69816000	2	1	2	2	1	2	NA	NA
"Unmodified"	"O00303"	9747500	12682000	12169000	24901000	8541900	21186000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q5M775"	2373500	3357700	4830100	7288500	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"P04040"	9658900	10299000	0	22168000	12551000	26582000	1	1	NA	1	1	2	NA	NA
"Unmodified"	"P19388"	8711200	8699100	0	25020000	13330000	18071000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"O60427"	0	6260700	0	0	5736500	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9Y6Y8"	0	1421900	2470900	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"O76003"	22861000	29537000	25886000	58599000	39536000	56910000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UBL3"	0	0	0	6503400	0	4284300	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P11142"	93511000	98731000	76744000	202480000	37668000	200860000	2	2	2	2	2	2	NA	NA
"Oxidation (M)"	"P31327"	30872000	35258000	32099000	80491000	51218000	76835000	2	2	3	2	2	3	NA	NA
"Unmodified"	"Q6NXR4"	1647300	2533300	1827900	4703500	5185800	3908200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8WWK9"	482600	729000	588500	1353300	0	1152200	1	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"P08962"	6513400	5855800	7753200	13910000	8935300	13976000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q6PI48"	6547300	6219300	4534200	10993000	15702000	10275000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y3P9"	0	2081100	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q96PK6"	21195000	23731000	18403000	33441000	26619000	38560000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UBB5"	3475600	3123100	3281200	6735600	1634300	8255000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P21964"	3880700	4785200	4175800	10188000	12174000	10495000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8IZ73"	0	6527900	5247000	14953000	11149000	16311000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q8IUD2"	1106400	1426900	1567600	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P61289"	677800	0	0	1460700	0	1523000	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q9NV06"	0	1543200	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P68104;Q5VTE0;Q05639"	695240000	715690000	533510000	1614100000	353330000	1235500000	3	3	7	4	7	5	NA	NA
"Unmodified"	"Q13724"	3347400	0	0	7747700	5433400	5457400	1	1	NA	1	1	1	NA	NA
"Unmodified"	"O95571"	7181900	10750000	8156200	14858000	21908000	17827000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H444"	11203000	17241000	10140000	29743000	44377000	23733000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q09666"	0	7669000	0	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9BV86"	14791000	16165000	10746000	37105000	25122000	28843000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BVM2"	1000400	0	0	2818200	1412800	2408400	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P13010"	45330000	59075000	31497000	92324000	93106000	87552000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q5VZK9"	0	1425600	2198000	4289200	2681200	3718000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q13363"	0	3662400	3037400	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Oxidation (M)"	"O00410;O60518"	2587500	0	0	0	4668000	0	1	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q8NFH5"	1155000	2549500	1217700	4493000	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"Q9BUJ2"	6999600	6364000	5618900	9993200	15842000	12123000	2	1	2	2	1	2	NA	NA
"Oxidation (M)"	"P12004"	914870	4528200	4791300	5251100	3099000	10995000	1	1	1	2	1	2	NA	NA
"Unmodified"	"Q07960"	5645400	6270500	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Oxidation (M)"	"Q14157"	0	0	0	5572700	9145600	6884300	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"CON__Q9TT36"	17942000	0	11310000	24631000	14885000	29375000	1	NA	1	1	1	1	"+"	NA
"Acetyl (Protein N-term)"	"Q96EC8"	2424600	0	2553000	4359900	2582900	3740900	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P24539"	24670000	24428000	22293000	57933000	20974000	45271000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O75165"	2343200	2127300	1287800	6459000	5007500	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"Q6P1Q9;Q96IZ6"	1631500	1392400	1437400	0	0	2903600	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"Q02818"	0	0	0	16290000	0	0	NA	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"Q01130;Q9BRL6"	32945000	2620900	0	3831900	3166600	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"Q8TDD1"	0	4900200	0	6727800	4782200	4070700	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9NZM1"	4327000	5494400	0	12033000	2130500	8407100	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q15059"	2207300	2558600	2506200	5060400	3330300	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"Q13867"	0	2292700	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P11488"	26436000	32836000	27236000	81373000	0	60991000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P31327"	6932100	3195500	2019000	6255100	23851000	11340000	3	1	3	1	2	4	NA	NA
"Unmodified"	"P46063"	9520000	11537000	9828700	22439000	14197000	17802000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P07900"	0	0	4240600	10676000	0	12718000	NA	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9Y4E8"	0	1189100	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8N4H5"	0	0	6435100	14399000	0	12127000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q92499"	19720000	13565000	11618000	35931000	21750000	29987000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y2A7"	1111900	0	0	0	2334300	2771200	1	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q9Y5L0"	1355500	0	0	0	0	4341200	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q6P2E9"	3849500	2442700	1998400	9606000	4740000	6053600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NQW7"	1559400	4323400	2489400	3488000	5906800	1709300	1	2	2	1	1	1	NA	NA
"Unmodified"	"Q9NX58"	5666700	5827700	3094400	15788000	12190000	14353000	1	1	1	2	2	2	NA	NA
"Unmodified"	"Q05048"	7146200	0	6363100	12040000	10776000	11859000	1	NA	1	1	2	1	NA	NA
"Unmodified"	"Q6PGP7"	0	0	0	0	3526500	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9BSC4"	1093900	0	1036900	2076900	0	2456400	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q7L266"	1896300	0	0	4166900	0	3935000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q7KZI7"	3037600	0	2161600	5246400	3411200	0	1	NA	1	1	1	NA	NA	NA
"Unmodified"	"Q8WZ82"	1116700	1765500	0	0	0	4211800	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q92688;P39687"	113700000	142710000	138040000	261530000	373870000	235040000	1	1	1	2	2	2	NA	NA
"Unmodified"	"Q9GZR2"	4956600	6403600	4610800	11334000	6673400	9205000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H3U1"	2650500	0	3142300	7592200	0	6968500	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"CON__Q2KJC7"	0	0	0	0	17659000	30458000	1	NA	NA	1	1	1	"+"	NA
"Unmodified"	"Q16629"	5943100	6199800	4996500	12399000	5102900	8885300	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y262"	4696200	6839200	0	1139700	0	2666500	1	1	NA	1	NA	2	NA	NA
"Unmodified"	"O75369"	54754000	6809100	48068000	20493000	78146000	20927000	2	2	2	1	2	1	NA	NA
"Unmodified"	"CON__Q58D62"	17560000	122720000	141620000	276070000	203980000	2.67e+08	1	1	3	2	2	2	"+"	NA
"Unmodified"	"P04179"	20572000	20668000	19199000	40969000	0	44298000	2	2	2	2	NA	2	NA	NA
"Unmodified"	"Q9UBB6"	1959400	0	803720	717700	0	868620	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"O15027"	5438000	3665500	6379800	6063400	10778000	8296900	2	1	2	1	2	1	NA	NA
"Unmodified"	"Q9Y490;Q9Y4G6"	0	13810000	0	24164000	0	25466000	NA	1	NA	1	NA	1	NA	NA
