"Experiment"	"Retention time"	"Total ion current"	"Reverse"
"III12_210129"	111.07	609760	"+"
"HEK_210201"	70.313	3336900	NA
"VIII27_210129"	81.196	1702300	"+"
"III12_210129"	17.723	1016100	"+"
"III23_210129"	93.362	4805900	NA
"III23_210129"	60.733	19165000	NA
"III23_210201"	57.636	2038200	NA
"III23_18compl_210129"	130.42	85900	"+"
"III12_210129"	92.562	21111000	NA
"HEK_210201"	84.227	11375000	NA
"HEK_201204"	67.778	10910000	"+"
"HEK_210203"	38.886	455120	NA
"HEK_210201"	29.364	4657200	NA
"III12_210129"	90.136	5671300	NA
"III23_18compl_210129"	21.347	3653200	"+"
"III23_210129"	19.16	303640	NA
"III23_18compl_210129"	125.04	555990	"+"
"HEK_201204"	63.305	3480400	NA
"III23_18compl_210129"	63.439	6097000	NA
"III23_18compl_210129"	44.077	1893800	NA
"III23_18compl_210129"	71.93	3642900	NA
"III23_210129"	118.44	273270	NA
"III12_210129"	111.28	242850	NA
"HEK_201204"	63.144	2156200	NA
"VIII27_210129"	53.21	1105600	NA
"HEK_210203"	105.27	9119400	"+"
"HEK_210201"	16.421	268020	NA
"III23_210201"	58.376	4205600	NA
"III23_210201"	119.88	1786300	NA
"III12_210129"	119.97	299080	NA
"III12_210129"	94.637	1195900	"+"
"HEK_210203"	83.807	795100	NA
"III23_18compl_210129"	111.2	7385500	NA
"HEK_201204"	114.86	460960	"+"
"III23_210129"	95.738	11595000	NA
"VIII27_210129"	140.93	27159	"+"
"III23_18compl_210129"	69.426	1661400	NA
"III23_210129"	51.144	9839300	NA
"III23_210201"	75.629	9759000	NA
"III23_210129"	148.82	217020	NA
"VIII27_210129"	79.912	5753600	NA
"HEK_210203"	128.36	913780	NA
"III23_210129"	60.517	1438800	NA
"HEK_201204"	110.27	1727800	NA
"HEK_201204"	71.466	7465700	NA
"III23_18compl_210129"	18.081	45007	NA
"HEK_210201"	112.33	505070	NA
"HEK_210201"	119.92	485040	NA
"VIII27_210129"	93.203	1500400	NA
"III12_210129"	100.76	8603800	"+"
"HEK_201204"	120.01	752870	"+"
"III12_210129"	81.53	2145900	"+"
"III23_210201"	48.954	5513900	NA
"III12_210129"	54.777	5727600	NA
"HEK_201204"	31.592	3289800	NA
"III23_210129"	119.74	249350	NA
"VIII27_210129"	49.625	4786800	NA
"III12_210129"	17.967	343590	NA
"III23_210201"	136.83	22015	NA
"HEK_210203"	47.649	1338700	NA
"III12_210129"	29.443	7144100	"+"
"HEK_201204"	67.783	5630300	NA
"III23_210129"	71.34	2422700	NA
"HEK_210201"	28.187	2217300	"+"
"HEK_210203"	69.421	3834600	NA
"III23_210201"	25.134	4902600	NA
"III12_210129"	58.863	7578700	NA
"HEK_210201"	83.894	1926500	NA
"HEK_201204"	67.022	4975500	NA
"HEK_210203"	77.584	8281200	NA
"HEK_201204"	115.35	5259700	NA
"III23_210129"	109.17	176840	NA
"VIII27_210129"	17.819	12517000	"+"
"HEK_201204"	14.578	18895	"+"
"HEK_210201"	128.46	263990	NA
"HEK_201204"	37.401	6882300	NA
"HEK_210201"	71.514	5484500	NA
"III23_210129"	130.95	79361	NA
"III23_18compl_210129"	60.154	3984100	NA
"HEK_201204"	76.592	2100200	NA
"HEK_210203"	46.415	43979000	NA
"HEK_201204"	25.39	1677900	NA
"HEK_210201"	113.48	6540500	NA
"III12_210129"	99.496	496870	NA
"III23_210129"	119.28	8772500	NA
"VIII27_210129"	87.125	3481800	NA
"III12_210129"	79.852	11989000	NA
"HEK_210203"	89.764	1294200	NA
"HEK_201204"	51.667	15530000	NA
"VIII27_210129"	57.967	13976000	NA
"HEK_210201"	70.596	19578000	"+"
"VIII27_210129"	124.24	144230	NA
"HEK_210201"	135.22	30861	NA
"III23_210201"	54.215	4340400	"+"
"HEK_210201"	60.823	44353000	NA
"III23_210201"	67.931	9835800	"+"
"III12_210129"	24.487	2618900	NA
"III23_18compl_210129"	83.4	1879800	NA
"III23_210201"	103.48	1746200	NA
"VIII27_210129"	116.57	881000	NA
"III12_210129"	61.478	1739500	NA
"III23_210201"	113.36	1005000	NA
"III23_210201"	125.78	578140	NA
"VIII27_210129"	67.498	3815300	NA
"HEK_210201"	94.818	396020	"+"
"III23_210201"	106.28	936980	NA
"HEK_210203"	66.992	3460400	NA
"HEK_210201"	56.849	3038900	NA
"HEK_210203"	106.92	531320	"+"
"HEK_210203"	119.62	485770	NA
"III23_210201"	119.72	558680	NA
"VIII27_210129"	39.333	13952000	NA
"HEK_201204"	17.937	806690	"+"
"HEK_210201"	104.02	2443700	"+"
"HEK_201204"	95.785	2174100	NA
"III12_210129"	57.972	719160	NA
"III12_210129"	72.51	10964000	NA
"HEK_201204"	104.68	28641000	"+"
"VIII27_210129"	98.866	2699900	NA
"III23_210201"	122.52	3309800	"+"
"HEK_201204"	123.04	278600	"+"
"III23_210129"	29.314	24810000	NA
"III23_210201"	47.968	9840000	"+"
"HEK_210203"	60.843	562090	NA
"VIII27_210129"	79.562	3815100	"+"
"HEK_210201"	64.04	11274000	NA
"VIII27_210129"	27.381	4067600	NA
"VIII27_210129"	17.066	164950	NA
"HEK_201204"	53.685	46025000	NA
"III23_210129"	127.57	253940	NA
"III23_210129"	18.209	1376600	"+"
"III23_210129"	30.591	5560000	NA
"III23_18compl_210129"	44.683	3498300	NA
"VIII27_210129"	39.517	5101500	NA
"III23_210129"	92.051	5833400	"+"
"III23_18compl_210129"	88.53	3560300	NA
"III12_210129"	95.001	5130800	NA
"HEK_210201"	124.47	181160	NA
"HEK_201204"	46.297	6693600	NA
"III23_210129"	16.126	2123800	NA
"III23_210129"	110.41	333670	NA
"III23_210201"	65.684	5745700	"+"
"VIII27_210129"	76.212	65973000	NA
"HEK_210203"	122.53	181200	"+"
"III23_210201"	134.26	1028100	NA
"VIII27_210129"	18.628	486220	"+"
"III12_210129"	10.892	41715	NA
"III23_210201"	16.522	94344	NA
"HEK_210203"	92.825	4655400	NA
"VIII27_210129"	90.022	1150700	NA
"HEK_210201"	114.01	847900	NA
"VIII27_210129"	58.981	6162500	NA
"VIII27_210129"	66.137	7380200	NA
"HEK_201204"	112.29	494820	NA
"III23_210201"	53.081	4492600	"+"
"VIII27_210129"	82.492	6326300	NA
"III23_210129"	75.548	53068000	NA
"HEK_210201"	57.295	29322000	NA
"HEK_201204"	102.6	1391500	NA
"III23_210201"	65.856	16462000	NA
"HEK_210203"	115.07	585670	NA
"VIII27_210129"	113.6	695650	NA
"III12_210129"	64.143	80168000	NA
"III23_210129"	130.73	658470	"+"
"HEK_210201"	33.83	29307000	NA
"HEK_201204"	63.564	10004000	NA
"HEK_201204"	75.055	2955800	NA
"III23_210129"	52.885	40230	NA
"III23_210129"	37.997	6360400	NA
"III23_18compl_210129"	48.221	1027200	NA
"III23_210129"	74.719	4697300	NA
"VIII27_210129"	48.071	6490600	NA
"III23_18compl_210129"	90.782	712970	"+"
"HEK_210203"	93.7	4681700	"+"
"III23_18compl_210129"	119.77	745880	NA
"VIII27_210129"	126.02	43194	"+"
"VIII27_210129"	130.04	190320	NA
"HEK_210203"	130.96	315060	"+"
"III23_18compl_210129"	108.86	1160600	"+"
"III23_210129"	80.709	402820	"+"
"III23_210201"	28.609	3247600	NA
"III23_210201"	2.5276	84945	NA
"HEK_210203"	69.966	6338900	NA
"HEK_201204"	35.213	48590000	NA
"III12_210129"	51.762	3472300	NA
"HEK_210201"	75.272	3328200	NA
"III23_210129"	109.37	612910	"+"
"III12_210129"	117.55	400030	NA
"III23_210201"	115.17	320230	NA
"VIII27_210129"	46.293	12025000	NA
"III12_210129"	38.715	4679300	NA
"HEK_210203"	83.831	3727800	NA
"III23_210129"	82.02	8677200	NA
"III23_18compl_210129"	77.75	2721000	NA
"HEK_210203"	39.739	22347000	NA
"VIII27_210129"	56.609	5792100	"+"
"HEK_210201"	69.255	10501000	NA
"VIII27_210129"	47.136	1354400	"+"
"III12_210129"	87.347	2630100	NA
"III23_210201"	109.35	1389800	NA
"VIII27_210129"	59.809	397300	NA
"HEK_201204"	41.647	756670	"+"
"III23_18compl_210129"	81.568	6807900	NA
"VIII27_210129"	33.046	6221100	NA
"III23_210201"	45.78	26088000	NA
"HEK_210201"	110.41	522740	NA
"III23_18compl_210129"	128.68	140110	NA
"III23_210129"	62.91	9557000	NA
"HEK_210203"	59.498	5532500	NA
"III12_210129"	80.627	787800	NA
"VIII27_210129"	108.6	79655	"+"
"VIII27_210129"	60.222	12443000	NA
"HEK_210203"	3.8139	87802	NA
"VIII27_210129"	26.428	654880	"+"
"III23_18compl_210129"	27.266	3821800	"+"
"III23_210201"	92.887	17678000	NA
"HEK_210201"	33.071	4385200	NA
"HEK_201204"	27.957	4555500	NA
"HEK_201204"	44.855	2702600	NA
"III23_210201"	65.779	9042600	NA
"III23_210129"	51.335	5549200	NA
"HEK_201204"	63.382	1065200	NA
"HEK_201204"	39.547	11987000	NA
"III12_210129"	23.442	52066000	NA
"III23_210201"	123.03	100270	"+"
"III23_210129"	113.07	2309800	NA
"III23_210129"	45.408	249110	"+"
"III12_210129"	120.19	145220	NA
"HEK_210201"	89.742	2350500	NA
"III23_210129"	28.487	17286000	NA
"HEK_210203"	96.961	9541400	NA
"III23_210129"	93.763	864250	"+"
"HEK_201204"	23.13	4798800	NA
"HEK_210201"	114.07	964930	"+"
"HEK_210201"	26.784	10326000	NA
"HEK_210201"	125.3	319930	"+"
"HEK_201204"	17.606	286730	"+"
"III23_210129"	100.22	4557500	NA
"VIII27_210129"	70.289	6463400	NA
"III23_210129"	81.394	2893500	NA
"HEK_210201"	61.056	5883100	NA
"III23_210129"	45.17	880620	"+"
"HEK_210203"	36.427	5502400	"+"
"HEK_201204"	72.417	2616100	NA
"III23_18compl_210129"	46.192	9874500	NA
"III23_210201"	71.202	55098000	"+"
"III23_210201"	134.74	59525	"+"
"HEK_201204"	46.912	2027100	NA
"III23_18compl_210129"	90.93	246550	NA
"III23_210201"	105.71	8554400	"+"
"HEK_210203"	30.488	4741200	"+"
"HEK_201204"	122.98	125360	NA
"HEK_210201"	120.16	1425500	NA
"III12_210129"	59.124	4022400	NA
"VIII27_210129"	60.534	9200100	NA
"III23_210129"	93.001	1304200	NA
"III23_18compl_210129"	59.087	10578000	"+"
"III23_210201"	107.81	947700	NA
"HEK_201204"	93.174	2083300	NA
"III12_210129"	141.44	10811	NA
"VIII27_210129"	139.89	22110	NA
"HEK_201204"	129.56	123660	"+"
"III12_210129"	32.688	14004000	"+"
"HEK_210201"	65.593	715110	NA
"III23_210201"	113.03	31828000	NA
"HEK_210201"	113.63	540670	"+"
"HEK_201204"	105.13	1854600	NA
"III12_210129"	127.98	5120300	"+"
"HEK_210203"	99.802	1669700	NA
"VIII27_210129"	81.804	8104200	"+"
"III23_210129"	16.271	110840	NA
"III23_210129"	67.794	4707400	NA
"III23_210201"	89.52	4493100	NA
"III23_210201"	71.753	18198000	NA
"III23_210201"	43.668	4392100	NA
"HEK_201204"	146.4	19644	NA
"VIII27_210129"	25.162	1149200	"+"
"HEK_210201"	117.48	777260	NA
"III23_18compl_210129"	55.29	1444300	"+"
"HEK_210201"	52.19	11608000	"+"
"VIII27_210129"	67.102	453900000	NA
"HEK_201204"	70.233	295920	NA
"HEK_210201"	99.909	1222000	NA
"III23_210201"	88.666	2990200	NA
"III12_210129"	107.52	914160	NA
"HEK_201204"	30.081	5880400	"+"
"III23_210129"	112.87	436110	NA
"HEK_210201"	66.674	11031000	NA
"III12_210129"	133.84	229080	"+"
"HEK_210201"	125.48	937710	NA
"III12_210129"	48.012	35303000	NA
"III12_210129"	29.811	4167000	NA
"III23_18compl_210129"	79.112	16694000	NA
"III23_210201"	126.56	1058600	NA
"III23_210201"	76.706	299710	"+"
"HEK_210201"	143.85	4194700	NA
"HEK_210201"	83.853	108720000	NA
"HEK_210203"	48.805	5139000	NA
"III23_210201"	69.628	8310300	"+"
"III23_210129"	27.89	2003900	"+"
"III12_210129"	102.61	147780	"+"
"III12_210129"	34.859	4822900	NA
"HEK_201204"	18.194	55510	"+"
"VIII27_210129"	60.511	3120000	"+"
"VIII27_210129"	56.914	1668700	"+"
"III23_210129"	109.75	363650	NA
"III23_18compl_210129"	97.498	33266	NA
"III23_210129"	123.95	510140	NA
"HEK_201204"	121.16	464220	"+"
"III12_210129"	25.684	344010	NA
"HEK_210201"	82.192	1420300	NA
"III23_18compl_210129"	24.452	2456700	NA
"VIII27_210129"	17.39	2708000	NA
"III12_210129"	60.545	12654000	NA
"VIII27_210129"	79.869	1563500	"+"
"HEK_210201"	108.47	670830	NA
"III23_210201"	98.933	155600	"+"
"HEK_210203"	130.34	507470	NA
"III23_18compl_210129"	116.47	354360	NA
"HEK_210203"	20.103	586840	NA
"III23_18compl_210129"	26.026	1213000	NA
"HEK_210201"	129.18	188700	"+"
"HEK_210201"	38.664	2465900	NA
"III12_210129"	60.209	17954000	NA
"III23_18compl_210129"	85.882	1208800	NA
"HEK_210203"	68.053	1297800	NA
"III23_210129"	64.235	5464000	NA
"HEK_210201"	51.893	9114700	NA
"HEK_210203"	75.617	2598000	NA
"VIII27_210129"	122.36	533210	"+"
"HEK_210203"	20.298	1224500	NA
"HEK_201204"	36.335	47051000	"+"
"III23_210201"	17.978	116150	"+"
"VIII27_210129"	100.86	14228000	NA
"III23_210201"	103.6	4108500	NA
"HEK_210201"	66.814	10051000	"+"
"HEK_210203"	22.545	103570	NA
"III23_18compl_210129"	139.58	74784	NA
"III23_210129"	98.104	1120700	NA
"VIII27_210129"	71.884	5857500	NA
"VIII27_210129"	57.123	7321200	NA
"VIII27_210129"	117.54	222750	"+"
"III12_210129"	111.52	4205200	"+"
"III23_210129"	44.765	5615800	NA
"VIII27_210129"	105.42	1778900	NA
"III12_210129"	39.753	2494000	"+"
"HEK_201204"	26.863	5261500	NA
"HEK_201204"	85.108	2185300	NA
"III23_18compl_210129"	33.822	2463100	NA
"III23_210129"	62.238	16485000	NA
"HEK_201204"	136.6	22390	NA
"III23_210201"	16.093	938590	NA
"III23_210129"	92.56	25198000	NA
"III23_210201"	47.084	16587000	NA
"HEK_210201"	121.51	1242600	NA
"HEK_201204"	83.533	5399000	NA
"III12_210129"	46.235	1103800	NA
"VIII27_210129"	122.84	227540	NA
"HEK_201204"	39.763	1952300	NA
"III23_210129"	22.046	340210	NA
"VIII27_210129"	72.665	8601500	NA
"HEK_210203"	20.522	462360	NA
"III12_210129"	58.294	5414600	NA
"VIII27_210129"	78.82	1980100	NA
"HEK_210203"	91.956	1600000	NA
"HEK_210201"	16.219	38423	"+"
"III23_18compl_210129"	28.981	2082100	NA
"III23_18compl_210129"	52.51	3626900	NA
"III23_18compl_210129"	71.278	9308800	NA
"III23_210201"	32.176	62363000	"+"
"III23_18compl_210129"	104.29	1248600	NA
"HEK_201204"	21.333	1588900	NA
"VIII27_210129"	54.294	3885700	NA
"HEK_210203"	25.797	800340	NA
"III12_210129"	102.21	121560	"+"
"III23_18compl_210129"	124.84	55097	"+"
"VIII27_210129"	54.536	27134000	NA
"III23_18compl_210129"	20.934	59922	"+"
"III23_210201"	136.42	112840	NA
"III23_210201"	95.252	10078000	NA
"III23_18compl_210129"	54.554	575190	NA
"HEK_201204"	82.377	1564600	"+"
"VIII27_210129"	57.52	3282900	NA
"HEK_210201"	45.996	2964600	"+"
"VIII27_210129"	97.181	1393800	NA
"III12_210129"	71.008	4024800	NA
"III23_210201"	60.49	15475000	"+"
"III23_210201"	56.046	1633400	NA
"HEK_201204"	54.56	11497000	"+"
"III23_18compl_210129"	65.833	2894800	"+"
"HEK_210201"	48.123	10271000	"+"
"HEK_201204"	73.592	3724800	NA
"HEK_201204"	103.57	3206200	NA
"III12_210129"	67.567	19466000	NA
"III12_210129"	26.078	1046400	NA
"III23_210129"	66.918	3187300	NA
"VIII27_210129"	88.328	1514100	NA
"HEK_210203"	43.89	1670000	NA
"III12_210129"	94.891	668860	NA
"HEK_210201"	48.332	5782700	NA
"HEK_210201"	14.05	187330	"+"
"HEK_210203"	109.36	1741600	NA
"HEK_210201"	130.7	74343	NA
"III23_210201"	67.321	966690	NA
"HEK_210203"	65.312	6190200	NA
"III23_210129"	37.258	807130	"+"
"HEK_210203"	143.31	37888	NA
"HEK_210201"	80.705	19644000	"+"
"III23_18compl_210129"	111.02	2306900	NA
"VIII27_210129"	92.409	3468600	NA
"III23_18compl_210129"	77.096	14683000	NA
"HEK_210201"	41.729	5632200	NA
"VIII27_210129"	57.015	3378900	"+"
"III12_210129"	64.7	3706600	NA
"III23_210129"	21.379	1926600	NA
"HEK_201204"	93.032	19396000	"+"
"HEK_210201"	17.356	119110	NA
"III23_18compl_210129"	59.285	3207000	NA
"HEK_210201"	55.037	2959900	NA
"HEK_201204"	64.667	724920	NA
"HEK_201204"	116.6	849820	NA
"III23_18compl_210129"	102.4	4511300	NA
"HEK_210201"	68.462	2913700	NA
"HEK_201204"	135.41	5203700	NA
"HEK_201204"	16.224	1039600	NA
"III23_210129"	67.46	3205400	NA
"III23_210129"	68.233	3112400	NA
"HEK_210201"	70.667	8597000	NA
"HEK_210203"	121.84	114390	"+"
"III23_210129"	133.16	2368700	NA
"HEK_210203"	17.825	55915	"+"
"III12_210129"	22.673	3445800	NA
"III23_210201"	77.859	2944300	NA
"HEK_210203"	82.756	1377600	"+"
"HEK_201204"	127.65	130520	"+"
"HEK_201204"	35.548	5833000	NA
"HEK_210203"	40.752	5568600	NA
"III23_210201"	77.607	15606000	"+"
"III23_210129"	108.2	168720	NA
"III23_210129"	76.217	1192100	NA
"III12_210129"	29.142	257780	"+"
"III23_210201"	65.949	10581000	NA
"HEK_210201"	46.416	240740	"+"
"III23_18compl_210129"	75.4	2919900	NA
"HEK_210203"	25.147	856810	NA
"HEK_201204"	47.447	13881000	NA
"III23_18compl_210129"	45.652	5026300	NA
"III23_210129"	122.42	678660	NA
"III12_210129"	41.632	10547000	"+"
"III23_18compl_210129"	82.277	383320	NA
"HEK_210201"	94.034	5131300	NA
"III23_18compl_210129"	102.55	1180500	"+"
"HEK_201204"	138.56	14763	NA
"III23_210129"	65.284	1555100	NA
"VIII27_210129"	87.525	3474600	NA
"III12_210129"	135.62	51253	NA
"III23_18compl_210129"	105.87	1234900	NA
"III12_210129"	128.47	446110	NA
"III12_210129"	115.98	546130	"+"
"HEK_210201"	51.319	1579000	"+"
"VIII27_210129"	20.849	1426000	NA
"HEK_210201"	19.581	335310	NA
"HEK_201204"	119.21	737160	NA
"III23_18compl_210129"	36.08	19534000	NA
"III23_210201"	98.436	2182600	NA
"HEK_210203"	89.003	129500	NA
"III23_210201"	83.351	2700800	NA
"III23_210201"	114.06	1552300	NA
"III23_210129"	99.979	11941000	NA
"III12_210129"	39.01	49150000	NA
"III12_210129"	96.037	1429100	NA
"III23_18compl_210129"	48.374	18488000	NA
"III23_210201"	37.599	19909000	NA
"III23_210129"	48.881	12039000	NA
"HEK_201204"	65.293	3952900	NA
"III23_18compl_210129"	70.45	3259100	NA
"HEK_201204"	103.02	4807600	NA
"III12_210129"	133.7	257770	NA
"HEK_201204"	27.614	10348000	"+"
"III12_210129"	18.074	767830	NA
"III23_210201"	130.4	355450	"+"
"HEK_210203"	29.627	21249000	"+"
"HEK_210203"	96.368	1869900	NA
"III12_210129"	56.745	4675000	NA
"VIII27_210129"	37.317	1759200	NA
"III23_210129"	126.92	3365600	NA
"HEK_201204"	51.818	6316800	NA
"VIII27_210129"	94.577	138690000	NA
"HEK_201204"	29.871	1525600	NA
"HEK_210201"	50.28	9373600	NA
"VIII27_210129"	124.36	1053500	"+"
"III23_210129"	72.154	10400000	NA
"III23_210129"	78.718	4979700	NA
"III23_18compl_210129"	66.607	2833100	NA
"HEK_210203"	87.81	69745000	NA
"III23_210129"	131.58	201650	"+"
"III23_210201"	31.922	4112000	NA
"HEK_210201"	32.164	40443000	NA
"III23_210129"	20.744	300710	"+"
"HEK_201204"	77.451	62532000	NA
"VIII27_210129"	115.65	907310	NA
"VIII27_210129"	100.02	1773100	NA
"III12_210129"	130.65	837790	NA
"III23_210129"	43.057	4939400	NA
"III23_210129"	126.98	431870	NA
"III12_210129"	39.688	1160800	NA
"III23_210201"	73.489	12664000	NA
"HEK_201204"	99.054	60556	NA
"III12_210129"	28.883	3203700	NA
"III23_210201"	55.451	10334000	NA
"III23_210201"	78.938	3945100	NA
"III23_210201"	126.55	892250	NA
"III12_210129"	83.023	12248000	NA
"VIII27_210129"	146.56	139750	NA
"VIII27_210129"	113.19	217920	NA
"III12_210129"	113.48	286860	"+"
"VIII27_210129"	24.08	2721700	NA
"III23_210201"	54.183	8632000	NA
"III23_210201"	118.02	1599300	NA
"HEK_210203"	12.558	78066	NA
"III23_210201"	122.25	1939100	NA
"HEK_201204"	90.49	1541900	NA
"HEK_210203"	16.257	163400	"+"
"HEK_201204"	27.065	4292600	NA
"HEK_210201"	25.186	119440	"+"
"III23_210201"	107.05	1454400	NA
"VIII27_210129"	24.112	9099300	NA
"VIII27_210129"	126.55	275510	"+"
"III12_210129"	106.32	1258600	NA
"VIII27_210129"	32.289	13187000	"+"
"HEK_201204"	85.369	1431500	NA
"VIII27_210129"	15.941	45500	"+"
"III12_210129"	47.519	2032600	NA
"HEK_210203"	5.7505	742290	NA
"HEK_210203"	36.248	3307400	"+"
"HEK_210201"	26.379	1342000	NA
"HEK_210203"	96.546	2448100	NA
"HEK_210203"	70.995	9319500	NA
"III23_18compl_210129"	57.871	1764200	NA
"III23_210201"	25.697	2559000	"+"
"III23_18compl_210129"	67.759	2695300	NA
"III23_210201"	127.61	125920	"+"
"VIII27_210129"	96.62	2157200	NA
"III23_210129"	89.543	1886600	NA
"VIII27_210129"	51.758	1969100	"+"
"III23_18compl_210129"	49.888	2170000	NA
"III23_18compl_210129"	94.773	1119900	NA
"HEK_210203"	130.85	128340	NA
"VIII27_210129"	77.965	1133000	NA
"III23_210129"	33.943	13740000	NA
"III23_210201"	98.5	226630	NA
"III23_210129"	112.82	355450	"+"
"HEK_210203"	57.059	3738700	NA
"HEK_210203"	123.85	252790	"+"
"III23_18compl_210129"	65.973	1168200	NA
"III23_210201"	30.389	920350	NA
"III23_18compl_210129"	105.14	426880	NA
"III23_210129"	105.8	695670	"+"
"VIII27_210129"	27.453	4466000	NA
"III23_210129"	73.686	4234400	NA
"HEK_201204"	75.819	1153700	NA
"HEK_201204"	46.4	5434400	NA
"VIII27_210129"	124.79	3565500	NA
"III23_18compl_210129"	44.8	4097500	NA
"HEK_201204"	127.03	211410	NA
"HEK_201204"	72.32	2048500	NA
"III23_210129"	97.334	9728200	NA
"III23_210129"	125.41	216540	"+"
"III23_210129"	66.039	4259800	NA
"III23_210129"	16.72	419700	NA
"HEK_201204"	52.412	2011000	NA
"HEK_210201"	26.341	954600	NA
"HEK_210203"	129.56	1005300	NA
"III23_210201"	41.506	6577700	"+"
"III12_210129"	47.817	5876600	"+"
"III12_210129"	64.302	5275900	"+"
"VIII27_210129"	111.35	2542100	"+"
"VIII27_210129"	60.701	5176200	NA
"HEK_210203"	57.705	2691400	NA
"HEK_210201"	107.71	1642500	NA
"III23_210129"	48.196	542490	NA
"III12_210129"	43.188	6037300	NA
"III23_210201"	95.838	9579500	NA
"III23_210129"	51.639	3882200	NA
"HEK_201204"	104.84	1093100	NA
"HEK_210203"	103.94	2722700	NA
"III23_210201"	28.861	2654100	NA
"HEK_201204"	35.199	8809600	NA
"HEK_210201"	129.6	184000	"+"
"III23_18compl_210129"	44.321	8672200	NA
"III23_210201"	18.865	5579600	NA
"VIII27_210129"	135.2	36204	"+"
"HEK_210203"	123.12	500570	"+"
"HEK_210201"	3.2163	221350	NA
"III23_210129"	55.766	549620	NA
"III23_18compl_210129"	53.295	3336300	NA
"III12_210129"	95.337	1274500	NA
"VIII27_210129"	29.541	840490	"+"
"III23_210201"	127.64	41986	NA
"III23_210201"	79.76	6919800	NA
"HEK_201204"	121.85	70976	"+"
"III23_210129"	60.248	6415300	"+"
"III23_18compl_210129"	48.015	1929100	NA
"HEK_210201"	137.18	21491	NA
"III23_210201"	76.811	23958000	NA
"III23_18compl_210129"	82.763	2024900	NA
"HEK_210201"	21.001	447020	"+"
"HEK_210203"	85.747	808610	NA
"HEK_210201"	53.747	10772000	NA
"HEK_201204"	39.884	4552600	NA
"III12_210129"	98.23	9372000	NA
"HEK_210201"	50.108	4265200	NA
"III23_210129"	128.77	1212600	"+"
"VIII27_210129"	70.522	3950500	NA
"HEK_210201"	37.66	8019400	NA
"III12_210129"	33.465	4150700	NA
"III23_18compl_210129"	45.59	2922000	NA
"HEK_201204"	67.601	5031200	NA
"III23_210201"	42.008	19533000	NA
"III23_210129"	107.36	2978000	NA
"HEK_210203"	91.827	10354000	NA
"III23_210201"	141.07	4655100	NA
"III12_210129"	29.634	1021600	NA
"III12_210129"	86.129	14901000	NA
"HEK_201204"	45.845	10435000	NA
"III23_18compl_210129"	60.458	2952600	NA
"HEK_210203"	19.888	5522400	"+"
"VIII27_210129"	122.26	8853000	NA
"III23_18compl_210129"	123.62	129750	NA
"HEK_210203"	30.072	4452600	"+"
"HEK_210203"	50.6	6899800	"+"
"VIII27_210129"	61.1	3263100	NA
"HEK_210203"	16.969	56944	"+"
"III23_210129"	134.95	285480	"+"
"HEK_210203"	54.609	2874600	NA
"HEK_210201"	121.98	292240	"+"
"III23_18compl_210129"	91.727	4073300	"+"
"HEK_210201"	99.672	7021300	NA
"III23_210129"	36.077	5419000	NA
"III12_210129"	43.008	44646000	NA
"III23_210129"	108.32	2107800	NA
"III23_210129"	30.481	1398700	NA
"VIII27_210129"	37.304	11162000	NA
"HEK_210201"	96.638	2231700	NA
"VIII27_210129"	56.21	3164300	NA
"III23_210201"	79.705	671620	NA
"III12_210129"	113.23	14302000	NA
"VIII27_210129"	39.252	18100000	"+"
"VIII27_210129"	53.288	669520	NA
"HEK_201204"	72.657	46145000	NA
"HEK_210203"	122.95	2162400	NA
"HEK_210203"	60.699	2138900	NA
"VIII27_210129"	30.378	7575600	NA
"HEK_201204"	54.786	2099200	NA
"HEK_210203"	34.424	497490	NA
"HEK_210201"	97.348	247930	NA
"VIII27_210129"	55.219	1673600	"+"
"III23_210129"	129.96	503300	NA
"III12_210129"	57.935	1848200	NA
"HEK_201204"	109.12	649450	NA
