"Experiment"	"Retention time"	"Total ion current"	"Reverse"
"III23_210129"	113.68	2233600	NA
"HEK_210203"	89.481	3029800	NA
"VIII27_210129"	124.75	356090	"+"
"III12_210129"	113.11	526760	NA
"III23_210201"	14.651	402880	NA
"HEK_201204"	87.922	4060000	"+"
"III23_18compl_210129"	62.903	4156700	NA
"III12_210129"	112.65	829630	NA
"III23_210201"	62.094	3848400	NA
"HEK_201204"	91.205	832100	NA
"HEK_210201"	111.74	725800	NA
"III23_18compl_210129"	21.01	3567700	NA
"III23_210201"	52.73	807190	"+"
"HEK_210203"	25.543	1667000	NA
"III12_210129"	145.67	9691.8	NA
"III23_210129"	18.529	723900	NA
"HEK_201204"	72.3	4070100	NA
"III23_210129"	59.282	3777000	NA
"VIII27_210129"	59.188	4206300	NA
"III23_210201"	42.058	4117800	NA
"III23_210201"	135.31	522080	NA
"HEK_210203"	129.07	571170	NA
"HEK_210203"	89.213	1031400	"+"
"VIII27_210129"	94.92	8399400	NA
"VIII27_210129"	95.409	852300	NA
"III23_210129"	46.308	4388800	NA
"III23_210201"	103.71	3990400	NA
"VIII27_210129"	97.383	53461000	NA
"HEK_210201"	52.645	2658300	NA
"III23_18compl_210129"	43.788	2144700	NA
"HEK_210203"	11.497	87447	NA
"III23_210201"	37.935	2285400	NA
"III23_18compl_210129"	37.315	49272000	NA
"HEK_201204"	42.654	24360000	NA
"HEK_210203"	94.596	2181100	NA
"HEK_210203"	111.62	3908800	NA
"III23_18compl_210129"	23.964	184120	NA
"HEK_210203"	125.85	207070	NA
"III23_210201"	124.28	1567900	NA
"III23_210129"	24.117	533400	NA
"III23_18compl_210129"	89.646	3925200	NA
"III23_18compl_210129"	73.823	3205700	NA
"III12_210129"	17.1	1243900	"+"
"III23_210201"	99.701	4369900	NA
"VIII27_210129"	104.51	154050	"+"
"HEK_210203"	31.714	28666000	NA
"VIII27_210129"	30.772	142370	"+"
"VIII27_210129"	107.92	1013000	NA
"HEK_201204"	46.776	2904300	NA
"III23_18compl_210129"	72.614	30125000	NA
"III12_210129"	125.55	570650	NA
"III23_210129"	84.074	11288000	NA
"III23_18compl_210129"	86.927	247830	"+"
"III12_210129"	52.351	3444100	NA
"III23_210201"	66.809	5967000	NA
"HEK_201204"	30.832	170980000	NA
"HEK_210201"	80.56	703460	NA
"HEK_210201"	123.17	470190	NA
"III12_210129"	51.644	14932000	NA
"III23_210129"	95.708	516740	NA
"HEK_201204"	82.41	1411100	NA
"HEK_201204"	98.44	1232100	NA
"III23_210201"	16.817	90020	NA
"III12_210129"	123.58	216450	"+"
"HEK_210203"	111.62	6295300	NA
"VIII27_210129"	60.249	4916100	NA
"HEK_210201"	128.5	67844	"+"
"VIII27_210129"	117.38	1013600	NA
"III12_210129"	34.733	1360700	NA
"HEK_210201"	31.538	1823100	NA
"VIII27_210129"	38.482	5379200	NA
"VIII27_210129"	70.46	5215300	NA
"VIII27_210129"	139.4	19522	NA
"HEK_210203"	104.32	4803100	NA
"III23_18compl_210129"	85.446	3213100	NA
"HEK_201204"	133.5	838070	NA
"VIII27_210129"	51.155	6207000	NA
"III12_210129"	94.998	6731700	NA
"III12_210129"	100.94	1239200	NA
"HEK_210201"	59.514	2183800	NA
"HEK_210201"	134.19	115680	NA
"III23_210129"	69.482	1179500	"+"
"HEK_201204"	61.941	3418800	NA
"III12_210129"	67.347	8554600	NA
"III23_210201"	18.357	453990	"+"
"III23_210129"	21.769	2730700	NA
"VIII27_210129"	28.772	8383400	NA
"III23_18compl_210129"	128.9	225640	NA
"VIII27_210129"	96.456	950960	"+"
"HEK_210201"	125.39	133990	NA
"HEK_210201"	61.449	9042300	NA
"III23_210201"	25.142	446520	NA
"III23_210201"	20.876	288340	NA
"VIII27_210129"	49.201	9452000	NA
"III23_210201"	97.461	5266600	NA
"VIII27_210129"	129.04	3223800	NA
"VIII27_210129"	87.507	6844000	NA
"VIII27_210129"	21.669	1557100	"+"
"III23_210129"	25.767	1873200	"+"
"III23_210201"	109.17	2490500	"+"
"III23_210201"	127.69	1695100	NA
"III12_210129"	111.41	1653500	NA
"VIII27_210129"	134.5	65143	NA
"III23_210201"	69.82	5818300	NA
"HEK_210203"	117.35	497220	NA
"VIII27_210129"	116.8	1233900	NA
"III23_210201"	31.773	3482600	"+"
"III23_18compl_210129"	55.41	3556900	NA
"HEK_201204"	68.896	3184900	NA
"III23_18compl_210129"	20.385	242070	NA
"III23_210129"	107.44	3121100	"+"
"HEK_201204"	131.19	138360	NA
"HEK_210203"	71.126	2423300	NA
"III23_18compl_210129"	95.89	584150	NA
"III23_18compl_210129"	87.558	2612400	"+"
"III23_210129"	68.161	16481000	"+"
"VIII27_210129"	63.591	1718600	NA
"III23_210129"	28.933	16852000	NA
"VIII27_210129"	105.61	2139300	NA
"HEK_210201"	56.456	12284000	NA
"HEK_210203"	38.902	220400	NA
"HEK_210203"	123.34	122320	"+"
"III12_210129"	52.872	3691900	NA
"VIII27_210129"	81.107	2908200	NA
"HEK_210203"	95.739	2028900	NA
"III23_18compl_210129"	123.94	273370	"+"
"III12_210129"	29.756	4703000	NA
"III23_18compl_210129"	79.711	14629000	NA
"HEK_201204"	135.26	52025	"+"
"III23_210129"	130.34	326110	NA
"HEK_201204"	31.086	8489300	NA
"III23_18compl_210129"	44.911	8795500	NA
"III12_210129"	43.682	4077400	NA
"HEK_210201"	41.309	8891400	NA
"HEK_210201"	90.253	1353600	NA
"III23_210201"	69.724	2553000	"+"
"HEK_201204"	59.704	9583600	NA
"HEK_210203"	22.229	11925000	"+"
"III23_18compl_210129"	19.265	453520	NA
"III23_18compl_210129"	101.9	2447500	NA
"HEK_201204"	55.542	26749000	NA
"III12_210129"	111.68	1514200	NA
"III23_210129"	98.63	2068400	NA
"HEK_210201"	92.191	1471900	"+"
"HEK_210201"	20.093	3955300	NA
"III23_18compl_210129"	102.79	2039900	NA
"HEK_210201"	88.774	4685700	NA
"III23_210201"	73.923	10317000	NA
"HEK_210201"	23.732	496020	NA
"III12_210129"	105.88	541910	NA
"HEK_210203"	35.859	8142500	NA
"HEK_201204"	80.444	18314000	NA
"HEK_210201"	89.288	448030	NA
"III12_210129"	51.117	6135300	NA
"III12_210129"	16.587	131510	NA
"VIII27_210129"	99.173	13385000	NA
"III23_210201"	87.26	4682600	NA
"III23_18compl_210129"	58.815	730860	NA
"VIII27_210129"	80.089	1853000	NA
"III12_210129"	86.412	862950	"+"
"III23_18compl_210129"	113.34	2323100	"+"
"III23_18compl_210129"	30.221	13064000	NA
"HEK_201204"	100.5	277800	NA
"III12_210129"	130.75	194660	NA
"VIII27_210129"	53.088	22269000	NA
"HEK_210201"	77.46	763680	NA
"III12_210129"	129.67	1008100	NA
"HEK_201204"	127.64	1141900	NA
"VIII27_210129"	93.891	7368600	NA
"III23_210129"	17.838	178570	NA
"III23_210201"	29.81	14800000	NA
"HEK_210201"	84.596	19838000	NA
"HEK_210201"	110.44	487470	NA
"HEK_201204"	109.96	937650	NA
"III23_210129"	29.297	5543800	NA
"HEK_210201"	61.934	1763600	NA
"III23_210201"	68.233	5174700	NA
"III23_18compl_210129"	42.918	14197000	NA
"III23_210201"	30.493	5304500	NA
"HEK_210203"	79.503	4621800	NA
"III12_210129"	79.642	5343800	NA
"III23_210201"	56.538	8061900	NA
"III23_210129"	52.7	4948500	NA
"HEK_210203"	50.623	3843200	NA
"VIII27_210129"	67.95	3289800	NA
"III23_18compl_210129"	98.176	1629400	NA
"III23_210129"	53.251	5087900	NA
"III12_210129"	120.46	257460	NA
"HEK_210201"	94.549	142850	NA
"III23_18compl_210129"	31.363	10031000	NA
"III12_210129"	65.474	1648500	NA
"III23_210201"	71.624	11069000	"+"
"III23_210201"	59.201	12394000	NA
"III12_210129"	93.041	3689600	NA
"HEK_210203"	71.224	2875600	NA
"HEK_201204"	78.839	5566500	"+"
"III23_210201"	107.41	505990	NA
"III23_18compl_210129"	55.895	1722000	"+"
"VIII27_210129"	62.431	7664600	"+"
"VIII27_210129"	127.99	188380	NA
"III12_210129"	86.46	3526200	NA
"III23_210129"	74.364	2062900	"+"
"III12_210129"	44.995	5757900	NA
"III23_18compl_210129"	134.53	87118	NA
"HEK_210201"	31.267	2516000	"+"
"HEK_201204"	75.536	35385000	NA
"HEK_210201"	30.454	1972500	"+"
"VIII27_210129"	64.015	3141100	NA
"HEK_210203"	20.641	2453600	NA
"III23_210129"	122.78	403170	NA
"HEK_210203"	45.749	17547000	"+"
"III23_18compl_210129"	66.975	3193400	NA
"HEK_201204"	32.749	13319000	NA
"HEK_210201"	31.664	17666000	"+"
"HEK_210203"	66.549	1642900	"+"
"III23_210129"	37.493	3963500	NA
"III23_18compl_210129"	87.449	1468000	NA
"III23_18compl_210129"	136.25	257990	NA
"III12_210129"	38.202	14513000	NA
"HEK_201204"	136.14	30384	NA
"HEK_210203"	129.25	454210	"+"
"III12_210129"	88.629	711740	NA
"HEK_210203"	30.403	39906000	NA
"III23_210201"	91.126	21188000	"+"
"HEK_210201"	62.823	9041200	NA
"HEK_210201"	37.569	3372000	NA
"HEK_210201"	22.077	328310	NA
"III12_210129"	87.023	1498800	"+"
"III23_210129"	31.048	5108900	NA
"VIII27_210129"	103.15	1696900	NA
"HEK_210201"	11.432	17242	"+"
"III23_210201"	95.64	12415000	NA
"VIII27_210129"	127.84	2277000	NA
"HEK_210203"	33.515	1825500	NA
"HEK_210203"	33.426	355020	NA
"VIII27_210129"	107.05	13876000	NA
"HEK_210203"	19.774	821660	NA
"III23_210201"	114.29	12933000	NA
"III12_210129"	38.257	11340000	NA
"III23_210201"	57.111	16293000	NA
"HEK_210203"	49.26	4531500	NA
"III12_210129"	60.112	2703300	NA
"HEK_201204"	128.75	300710	NA
"VIII27_210129"	94.056	3152300	NA
"HEK_210201"	56.932	3163100	NA
"III23_210129"	37.332	3343300	NA
"VIII27_210129"	63.153	3509600	NA
"HEK_201204"	115.31	518480	"+"
"III23_18compl_210129"	33.964	2612400	NA
"III23_210129"	131.77	554330	NA
"VIII27_210129"	113.36	15205000	NA
"VIII27_210129"	40.905	6595900	NA
"HEK_201204"	32.513	5556700	NA
"III23_210129"	131.07	262150	NA
"III23_210201"	56.863	2275100	"+"
"III12_210129"	25.463	717190	NA
"HEK_201204"	96.678	22958000	NA
"HEK_201204"	57.587	16615000	NA
"HEK_210201"	72.757	1504500	"+"
"III23_210129"	135.36	46432	"+"
"HEK_210201"	90.237	6033200	NA
"III23_210201"	41.157	5227800	NA
"HEK_210203"	28.06	2895400	"+"
"HEK_201204"	97.991	1653100	NA
"III12_210129"	103.24	859150	NA
"III23_18compl_210129"	114.27	1177200	"+"
"HEK_210201"	27.988	11993000	NA
"VIII27_210129"	36.947	201220	NA
"HEK_210203"	42.278	33985000	NA
"III23_210129"	116.73	405140	NA
"HEK_210203"	106.67	7562300	NA
"III23_210129"	118.63	817790	NA
"HEK_201204"	116.69	319590	NA
"III23_18compl_210129"	85.485	11547000	NA
"III12_210129"	45.687	3259900	NA
"VIII27_210129"	54.356	11027000	NA
"III23_210201"	110.51	4745900	NA
"III12_210129"	34.225	7359700	NA
"HEK_210201"	69.445	1687700	NA
"III23_210129"	107.54	375240	"+"
"HEK_210201"	20.433	3121700	NA
"HEK_201204"	37.677	23626000	NA
"HEK_210201"	128.31	105880	NA
"HEK_201204"	102.66	487600	NA
"HEK_201204"	20.342	17766000	"+"
"HEK_201204"	135.13	115580	NA
"VIII27_210129"	20.224	1204400	NA
"III23_210129"	121.65	510400	NA
"HEK_210203"	81.518	4627100	NA
"III23_18compl_210129"	100.31	3964200	"+"
"HEK_201204"	137.79	291810	NA
"HEK_210203"	76.191	5135900	NA
"III23_210129"	42.88	1659000	NA
"III23_18compl_210129"	129.42	297380	NA
"III23_18compl_210129"	29.224	4764200	"+"
"III23_18compl_210129"	114.56	80150	NA
"III23_210129"	66.223	3334900	NA
"III23_210201"	14.989	1188300	"+"
"VIII27_210129"	142.38	5058800	"+"
"III23_210201"	97.864	361350	NA
"HEK_201204"	62.746	7446000	NA
"HEK_201204"	116.04	1351100	NA
"HEK_201204"	28.876	15386000	NA
"III12_210129"	131.01	716860	NA
"III23_210129"	81.902	2592200	NA
"HEK_210203"	65.449	12528000	"+"
"III23_210129"	31.717	4158500	"+"
"III23_210201"	47.481	29467000	NA
"III23_18compl_210129"	107.61	2597000	NA
"VIII27_210129"	7.0198	11411	NA
"III12_210129"	113.1	1164700	NA
"HEK_210203"	107.95	689760	NA
"III23_210201"	123.81	933710	NA
"VIII27_210129"	67.479	7199400	NA
"HEK_201204"	109.6	452370	NA
"HEK_201204"	99.409	961480	NA
"III23_210201"	106.05	8596200	"+"
"VIII27_210129"	25.196	1355100	NA
"III23_18compl_210129"	117.41	3098200	NA
"HEK_210203"	64.154	27502000	NA
"VIII27_210129"	66.872	4803100	NA
"III12_210129"	37.985	3786600	NA
"III12_210129"	126.46	965280	"+"
"VIII27_210129"	109.41	5459700	NA
"HEK_210203"	55.472	14089000	NA
"III23_210201"	29.443	8725400	NA
"III23_210201"	33.449	18749000	"+"
"III23_18compl_210129"	132.65	3618200	NA
"III23_210129"	36.123	5940600	"+"
"HEK_201204"	131.58	407150	NA
"HEK_210201"	75.507	14397000	NA
"III12_210129"	94.79	2048700	"+"
"VIII27_210129"	23.207	5925100	NA
"HEK_201204"	73.503	2631500	NA
"HEK_210201"	33.988	8446100	"+"
"III23_210129"	79.549	3953400	NA
"HEK_210201"	121.81	2814900	"+"
"III12_210129"	24.686	2392500	NA
"III23_210201"	125.65	127460	NA
"HEK_210203"	93.701	20703000	NA
"III12_210129"	64.874	2865700	NA
"VIII27_210129"	47.283	5685400	NA
"HEK_210203"	90.133	18515000	NA
"VIII27_210129"	38.316	544350	NA
"HEK_210201"	71.167	12233000	"+"
"III23_210201"	101.01	5652200	NA
"VIII27_210129"	28.832	4775500	NA
"III23_18compl_210129"	17.476	407420	NA
"HEK_210203"	91.866	9903500	NA
"III23_210129"	67.799	3989700	"+"
"III12_210129"	122.96	383980	"+"
"III23_210129"	54.037	4608500	NA
"III12_210129"	132.01	3087100	NA
"III12_210129"	19.98	4346000	NA
"HEK_210201"	110.04	6855400	"+"
"HEK_210201"	134.89	67761	NA
"III12_210129"	105.34	3912900	NA
"III23_210129"	107.95	1350400	NA
"HEK_210203"	20.492	351990	"+"
"III23_210129"	127.87	279430	NA
"III23_18compl_210129"	69.073	2249400	"+"
"HEK_201204"	21.328	798650	NA
"HEK_201204"	57.84	12445000	NA
"III23_18compl_210129"	126.05	3142200	NA
"VIII27_210129"	52.607	5777900	NA
"III12_210129"	101.43	805580	"+"
"III23_210201"	81.064	9495600	"+"
"HEK_210201"	86.608	31888000	NA
"III23_18compl_210129"	121.62	250270	NA
"HEK_201204"	113.71	1354000	NA
"III23_210129"	42.202	5235900	"+"
"HEK_210201"	94.698	912410	NA
"HEK_210203"	61.083	7454400	NA
"III23_210129"	86.797	3243800	"+"
"III23_18compl_210129"	105.94	169110	NA
"HEK_210201"	79.119	2343600	NA
"III23_18compl_210129"	25.384	2858600	NA
"HEK_201204"	93.216	566730	NA
"HEK_210203"	118.54	378680	NA
"III23_18compl_210129"	48.455	4020200	"+"
"III23_210129"	89.367	19344000	NA
"HEK_210201"	45.915	1415000	NA
"HEK_201204"	108.56	1061700	NA
"VIII27_210129"	79.454	5703700	NA
"HEK_210201"	47.442	7984200	NA
"HEK_210203"	45.267	2112300	NA
"HEK_210203"	45.894	37803000	NA
"HEK_210203"	39.459	11770000	NA
"III23_210201"	82.192	702300	NA
"III23_210129"	109.32	837310	NA
"HEK_201204"	67.949	9139000	NA
"III23_210201"	64.145	1891600	NA
"III23_210129"	51.804	791970	NA
"III12_210129"	65.452	5717400	NA
"III23_18compl_210129"	127.21	1556800	NA
"HEK_210201"	35.042	23867000	NA
"HEK_210201"	93.698	554640	NA
"III12_210129"	19.513	303740	"+"
"III23_210129"	75.822	823680	NA
"VIII27_210129"	79.268	229110	"+"
"HEK_210201"	124.6	1559500	NA
"III23_210201"	2.9213	47496	NA
"HEK_201204"	66.277	42434000	NA
"III23_18compl_210129"	10.867	52040	NA
"HEK_210201"	115.78	486570	NA
"III23_18compl_210129"	23.496	2915200	"+"
"III12_210129"	25.434	1393500	NA
"HEK_210201"	28.477	7071800	NA
"III23_210129"	86.05	1171200	NA
"HEK_201204"	69.069	1187900	NA
"III23_210201"	112.33	90241000	NA
"III12_210129"	125.25	338800	NA
"III23_18compl_210129"	24.477	1409500	"+"
"III23_210129"	28.641	5508000	"+"
"III23_18compl_210129"	33.141	3047900	NA
"HEK_201204"	16.769	267190	NA
"III23_210201"	50.507	5541900	NA
"III12_210129"	90.333	4326800	NA
"III23_210129"	41.199	6420000	NA
"HEK_210201"	59.33	9127300	"+"
"III12_210129"	91.665	2749600	NA
"III12_210129"	98.906	6584300	NA
"III23_210129"	118.05	962970	"+"
"III12_210129"	49.35	10691000	NA
"III23_210129"	96.145	3267200	NA
"III23_210129"	37.498	4688100	NA
"III23_210129"	95.023	8862300	NA
"HEK_210201"	79.719	60642000	NA
"III23_18compl_210129"	48.459	1357300	"+"
"VIII27_210129"	112.62	1024500	"+"
"VIII27_210129"	105.76	632890	NA
"III23_18compl_210129"	104.62	7403400	"+"
"III23_18compl_210129"	45.26	2677600	NA
"III23_210201"	89.74	25167000	NA
"HEK_210203"	94.869	2578200	NA
"III23_18compl_210129"	100.2	317230	"+"
"HEK_210201"	80.284	1603100	NA
"III23_210201"	105.57	168650	NA
"III23_210201"	80.424	10443000	"+"
"III23_210129"	19.01	9543500	NA
"HEK_201204"	57.111	14094000	NA
"III23_210129"	33.254	4459900	NA
"III12_210129"	30.917	2438000	NA
"III12_210129"	46.705	2378000	NA
"III23_210129"	49.666	6151400	"+"
"VIII27_210129"	57.455	9922500	NA
"III23_18compl_210129"	89.366	38899000	NA
"HEK_210203"	117.98	1040500	NA
"HEK_201204"	84.777	7184800	NA
"VIII27_210129"	90.965	1136600	NA
"HEK_201204"	89.311	1613400	NA
"HEK_210201"	109.86	601380	NA
"III23_18compl_210129"	128.15	110540	NA
"HEK_210203"	61.415	2987200	NA
"VIII27_210129"	116.62	531320	NA
"III23_210129"	78.077	4729400	NA
"III23_210201"	100.43	19904000	NA
"HEK_210201"	105.69	6919500	NA
"HEK_210201"	91.293	1823200	NA
"III23_210129"	96.539	2849000	NA
"HEK_210201"	94.254	1194500	NA
"HEK_201204"	105.92	397510000	NA
"HEK_201204"	74.885	4819900	NA
"III12_210129"	87.017	2780100	NA
"VIII27_210129"	114.43	361020	NA
"VIII27_210129"	90.91	33605000	NA
"HEK_210203"	70.571	16861000	NA
"HEK_210201"	115.82	1373600	"+"
"HEK_210203"	24.767	1064400	NA
"III12_210129"	90.913	1250800	"+"
"III23_210201"	115.81	4050900	NA
"HEK_210203"	52.196	8495500	"+"
"III23_210201"	47.335	3816200	NA
"III23_210201"	28.563	7709100	NA
"VIII27_210129"	49.616	9354300	NA
"III23_210201"	65.818	14405000	NA
"III23_210201"	102.43	22434000	"+"
"III23_210129"	80.048	1769800	NA
"HEK_210203"	82.402	209170	NA
"VIII27_210129"	97.46	8636900	NA
"HEK_201204"	28.414	4170800	NA
"VIII27_210129"	31.925	13094000	NA
"VIII27_210129"	80.061	4559400	NA
"III23_210129"	17.468	959830	"+"
"III23_18compl_210129"	84.499	8690700	NA
"HEK_210203"	94.127	2029400	"+"
"III12_210129"	98.92	1573700	"+"
"III23_210201"	84.138	1586300	NA
"III23_210201"	28.764	2750500	NA
"HEK_210203"	120.34	350980	NA
"HEK_210203"	124.92	370950	NA
"HEK_210203"	113.41	2512300	NA
"III12_210129"	98.106	1473200	NA
"III23_210129"	98.887	1082500	NA
"III23_210129"	72.412	1268800	NA
"HEK_210201"	41.331	7123300	NA
"HEK_210203"	133.17	1617800	NA
"III23_18compl_210129"	96.357	1533800	NA
"III23_210201"	80.226	1265600	"+"
"III23_210129"	107.48	5308700	NA
"HEK_210201"	53.856	3991000	"+"
"III23_18compl_210129"	66.243	1597600	"+"
"III23_210201"	131.66	205560	NA
"III23_210129"	20.69	932660	NA
"III12_210129"	101.59	2369200	NA
"III23_210201"	37.562	13573000	"+"
"III23_210201"	112.64	1283800	NA
"HEK_201204"	43.313	9018800	NA
"III23_210201"	95.86	3560900	"+"
"III23_18compl_210129"	136.51	26150	"+"
"III23_210129"	29.338	4630300	"+"
"HEK_201204"	76.884	1756600	NA
"HEK_201204"	11.998	27460	NA
"III12_210129"	37.958	7558000	NA
"III23_210129"	20.244	450910	NA
"HEK_201204"	110.79	16128000	NA
"III12_210129"	26.247	2138100	"+"
"HEK_201204"	102.97	505000	NA
"III23_18compl_210129"	62.55	18403000	"+"
"VIII27_210129"	95.201	21119000	"+"
"III23_210129"	134.33	527330	"+"
"III23_210129"	54.714	39707000	NA
"HEK_210201"	99.28	4314100	NA
"III23_210201"	67.842	5192200	NA
"III23_210129"	107.82	890660	NA
"HEK_210201"	25.692	3699300	"+"
"III23_210129"	125.57	261220	NA
"III23_18compl_210129"	58.159	10417000	NA
"VIII27_210129"	126.43	68159	NA
"III12_210129"	68.94	4267700	NA
"III12_210129"	78.017	2392200	NA
"HEK_201204"	31.158	2602700	NA
"III23_18compl_210129"	53.367	18496000	NA
"III23_210129"	15.221	77539	"+"
"III23_18compl_210129"	115.05	2503600	NA
"HEK_210203"	71.913	1158000	NA
"III23_210201"	79.048	10924000	NA
"III23_210129"	4.1965	27552	NA
"VIII27_210129"	4.3543	96109	NA
"VIII27_210129"	64.321	4095400	NA
"III23_210201"	29.541	2264100	NA
"III23_18compl_210129"	55.327	2499300	NA
"VIII27_210129"	83.471	1572200	NA
"HEK_210203"	38.99	4239300	"+"
"HEK_210201"	43.322	2957200	NA
"III12_210129"	60.488	1011400	NA
"HEK_210203"	36.066	2316700	NA
"HEK_201204"	102.72	48451000	NA
"HEK_210201"	143.37	45492	NA
"HEK_201204"	53.724	7420900	NA
"III23_18compl_210129"	79.797	11680000	NA
"III12_210129"	101.08	424510	"+"
"III23_18compl_210129"	61.9	6419900	NA
"HEK_210201"	70.04	2692700	NA
"III23_210129"	101.11	1241600	NA
"III23_210201"	78.971	8184100	"+"
"III23_210201"	121.06	4482600	NA
"III12_210129"	59.887	1864000	NA
"HEK_201204"	62.008	2311000	NA
"HEK_201204"	21.77	1319000	"+"
"HEK_201204"	81.946	7796000	"+"
"III12_210129"	129.72	845690	NA
"HEK_201204"	127.46	196340	NA
"III12_210129"	81.537	1612300	NA
"VIII27_210129"	18.817	27518	NA
"III23_210201"	109.81	4497300	NA
"III12_210129"	131.02	335760	NA
"HEK_201204"	20.253	1499100	"+"
"HEK_210203"	62.851	10714000	"+"
"III23_210201"	25.129	238360	NA
"III12_210129"	47.107	13597000	NA
"HEK_210201"	59.27	19597000	"+"
"HEK_210203"	86.155	3151400	"+"
"HEK_201204"	89.067	28749000	"+"
"III23_18compl_210129"	51.4	2724800	NA
"VIII27_210129"	132.95	9096400	NA
"VIII27_210129"	82.56	1938800	"+"
"HEK_210201"	18.76	672290	NA
"III23_18compl_210129"	51.812	3143100	"+"
"III23_210201"	62.719	381040	"+"
"HEK_201204"	60.809	3687600	NA
"III23_18compl_210129"	97.089	7608600	NA
"VIII27_210129"	49.559	11997000	NA
"HEK_201204"	79.059	8215100	NA
"HEK_210201"	125.6	1656300	NA
"HEK_210201"	92.619	1047300	"+"
"III12_210129"	17.494	62369	"+"
"III23_210201"	33.054	5770600	NA
"III23_210201"	17.644	1919000	NA
"III12_210129"	19.647	1080000	NA
"III23_210201"	57.653	17778000	NA
"III23_210129"	105.3	2130600	NA
"III23_18compl_210129"	87.444	1166200	NA
"HEK_210203"	9.5912	215200	"+"
"III23_210129"	68.874	13319000	NA
"VIII27_210129"	104.04	127490	"+"
"III23_210201"	63.588	39749000	"+"
"III23_210201"	92.113	3734300	NA
"III23_210129"	98.943	989920	NA
"III12_210129"	130.27	279780	NA
"III23_210129"	133.07	622190	NA
"III23_210129"	69.732	72562000	NA
"III23_18compl_210129"	84.292	2292600	NA
"VIII27_210129"	103.6	709090	NA
"HEK_201204"	33.792	28275000	"+"
"III23_210201"	73.888	5488200	NA
"HEK_210201"	132.47	2948200	NA
"III12_210129"	86.374	377510	NA
"III23_210201"	77.713	1301900	"+"
"VIII27_210129"	56.682	4882700	NA
"HEK_201204"	58.784	7640900	NA
"III23_210201"	143.66	70085	NA
"III23_210201"	18.873	647860	"+"
"HEK_201204"	57.299	29601000	"+"
"HEK_210201"	20.709	402580	NA
"HEK_201204"	98.541	5309200	NA
"III23_18compl_210129"	74.106	2333900	NA
"III23_210129"	58.731	3762700	NA
"III23_18compl_210129"	41.919	19589000	NA
"HEK_210203"	74.974	5119200	NA
"III23_18compl_210129"	55.09	10084000	NA
"HEK_210201"	27.437	11432000	"+"
"III12_210129"	9.8749	12303	NA
"HEK_210201"	93.335	13999000	NA
"III23_18compl_210129"	59.132	3535200	NA
"VIII27_210129"	114.96	689510	"+"
"VIII27_210129"	75.513	5054700	NA
"VIII27_210129"	34.07	2389000	NA
"HEK_201204"	82.53	15357000	"+"
"HEK_210201"	46.85	12802000	NA
"VIII27_210129"	34.92	6216000	NA
"HEK_201204"	41.047	6571100	NA
"HEK_210201"	0.033697	71459	NA
"III12_210129"	85.944	1773600	"+"
"III23_210129"	70.361	8845300	NA
"III23_210201"	52.254	8846500	NA
"VIII27_210129"	73.828	12639000	NA
"HEK_201204"	21.607	268520	NA
"HEK_201204"	130.39	209500	NA
"III23_210129"	57.484	3529900	NA
"III23_18compl_210129"	143.18	10196	NA
"HEK_201204"	76.777	1921400	NA
"HEK_210201"	26.241	3361500	"+"
"HEK_210203"	45.827	5890800	NA
"III23_18compl_210129"	91.18	5783500	NA
"HEK_210203"	124.92	60303	NA
"VIII27_210129"	48.114	3042900	NA
"HEK_201204"	34.09	6537900	"+"
"III23_210201"	64.871	566870	"+"
"III23_210201"	75.481	6129100	"+"
"HEK_210201"	145	17620	"+"
"HEK_210201"	87.916	15707000	"+"
"III23_210129"	14.703	16631	"+"
"III12_210129"	54.441	2613600	NA
"III23_210129"	34.383	2048700	"+"
"HEK_201204"	0.035801	198500	NA
"III12_210129"	38.86	16179000	NA
"VIII27_210129"	44.561	10589000	NA
"VIII27_210129"	39.442	4292100	NA
"III23_18compl_210129"	132.76	2006000	NA
"III23_18compl_210129"	103.71	4474700	NA
"HEK_210201"	8.7285	25489	NA
"HEK_210201"	11.39	20020	"+"
"HEK_210201"	56.887	4980400	NA
"HEK_210203"	26.797	5185200	NA
"HEK_201204"	15.62	19455	"+"
"HEK_210201"	98.071	4983900	NA
"III23_18compl_210129"	25.122	432280	NA
"VIII27_210129"	110.32	294470	NA
"HEK_210203"	61.045	7136700	NA
"III23_210201"	105.14	14594000	NA
"HEK_210203"	32.688	5360100	NA
"VIII27_210129"	30.135	2421400	NA
"HEK_210203"	131.76	185940	"+"
"VIII27_210129"	18.475	154230	NA
"III12_210129"	43.1	7455500	NA
"III23_210201"	25.913	4917100	NA
"HEK_201204"	122.81	493230	NA
"III12_210129"	46.247	1628200	"+"
"III12_210129"	94.35	2294800	"+"
"III23_18compl_210129"	117.1	262490	NA
"HEK_201204"	74.746	3056200	"+"
"HEK_201204"	129.07	35296	"+"
"III23_18compl_210129"	131.44	549940	NA
"III23_210129"	90.949	3177400	"+"
"HEK_210201"	37.887	2547800	"+"
"HEK_201204"	95.855	115800	NA
"HEK_210203"	110.34	1304300	NA
"HEK_201204"	47.844	6738300	NA
"III23_18compl_210129"	49.42	3951300	NA
"III23_210129"	34.949	4040500	NA
"VIII27_210129"	43.744	7346700	NA
"III23_18compl_210129"	111.81	631410	"+"
"HEK_210203"	47.698	26091000	NA
"HEK_201204"	93.438	14846000	NA
